"Commune","Departement","Region","Code_UIC","WGS_84"
"Saint-Armel","Ille-et-Vilaine","Bretagne","471318","48.014405, -1.5948867"
"Avranches","Manche","Normandie","448514","48.6902445, -1.3700755"
"Vern-sur-Seiche","Ille-et-Vilaine","Bretagne","471029","48.0469707, -1.5966524"
"Vitré","Ille-et-Vilaine","Bretagne","471508","48.122671, -1.211754"
"Flers","Orne","Normandie","448001","48.744785, -0.573216"
"Montoir-de-Bretagne","Loire-Atlantique","Pays de la Loire","481713","47.3210164, -2.1616777"
"Villeneuve-en-Retz","Loire-Atlantique","Pays de la Loire","481242","47.0469634, -1.9551942"
"Bernerie-en-Retz","Loire-Atlantique","Pays de la Loire","481267","47.0832616, -2.0341408"
"Haie-Fouassière","Loire-Atlantique","Pays de la Loire","481416","47.1615899, -1.392195"
"Nort-sur-Erdre","Loire-Atlantique","Pays de la Loire","481598","47.4419243, -1.5033645"
"Machecoul-Saint-Même","Loire-Atlantique","Pays de la Loire","481366","46.9905038, -1.8227524"
"Saint-Nazaire","Loire-Atlantique","Pays de la Loire","481705","47.286412, -2.211096"
"Croisic","Loire-Atlantique","Pays de la Loire","481788","47.289836, -2.507442"
"Pornic","Loire-Atlantique","Pays de la Loire","481283","47.1145616, -2.0975565"
"Challans","Vendée","Pays de la Loire","481390","46.843962, -1.871879"
"Saint-Germain-sur-Sarthe","Sarthe","Pays de la Loire","396093","48.303495, 0.1056788"
"Saint-Mars-la-Brière","Sarthe","Pays de la Loire","396283","48.0285239, 0.3656778"
"Montsoult","Val-d'Oise","Île-de-France","276493","49.06611, 2.32229"
"Auvers-sur-Oise","Val-d'Oise","Île-de-France","276543","49.07062, 2.17526"
"Auvers-sur-Oise","Val-d'Oise","Île-de-France","276162","49.0694825, 2.1423781"
"Saint-Ouen-l'Aumône","Val-d'Oise","Île-de-France","276154","49.06004, 2.13046"
"Louvres","Val-d'Oise","Île-de-France","276253","49.0496573, 2.5018967"
"Pontoise","Val-d'Oise","Île-de-France","276139","49.04709, 2.09545"
"Mériel","Val-d'Oise","Île-de-France","276675","49.07777, 2.20528"
"Domont","Val-d'Oise","Île-de-France","276436","49.03268, 2.33746"
"Paris","Paris","Île-de-France","271031","48.880185, 2.355151"
"Keskastel","Bas-Rhin","Grand Est","215491","48.9656988, 7.0489315"
"Oermingen","Bas-Rhin","Grand Est","215632","49.0003724, 7.1317322"
"Saales","Bas-Rhin","Grand Est","214783","48.3471556, 7.1103726"
"Réding","Moselle","Grand Est","215079","48.7429595, 7.095885"
"Saint-Denis","Seine-Saint-Denis","Île-de-France","271015","48.9354933, 2.3459524"
"Villepinte","Seine-Saint-Denis","Île-de-France","271452","48.96292, 2.51205"
"Pierrefitte-sur-Seine","Seine-Saint-Denis","Île-de-France","271163","48.96409, 2.37213"
"Chézy-sur-Marne","Aisne","Hauts-de-France","116574","48.9919109, 3.3644624"
"Nogent-sur-Seine","Aube","Grand Est","118190","48.49783878, 3.49372888"
"Ferté-Milon","Aisne","Hauts-de-France","116673","49.1797269, 3.1207223"
"Breny","Aisne","Hauts-de-France","116699","49.1876743, 3.3524421"
"Troyes","Aube","Grand Est","118000","48.296069, 4.065281"
"Ferté-sous-Jouarre","Seine-et-Marne","Île-de-France","116517","48.950741, 3.125577"
"Pommeuse","Seine-et-Marne","Île-de-France","116277","48.808494, 2.993109"
"Vaires-sur-Marne","Seine-et-Marne","Île-de-France","116293","48.874953, 2.639986"
"Mouroux","Seine-et-Marne","Île-de-France","116285","48.8139949, 3.0423421"
"Esbly","Seine-et-Marne","Île-de-France","116327","48.90314191, 2.81059946"
"Paris","Paris","Île-de-France","113001","48.876742, 2.358424"
"Noisy-le-Grand","Seine-Saint-Denis","Île-de-France","113803","48.823182, 2.579828"
"Pavillons-sous-Bois","Seine-Saint-Denis","Île-de-France","113852","48.902418, 2.511781"
"Rosny-sous-Bois","Seine-Saint-Denis","Île-de-France","113696","48.882568, 2.480987"
"Roissy-en-Brie","Seine-et-Marne","Île-de-France","116038","48.795481, 2.650165"
"Villemomble","Seine-Saint-Denis","Île-de-France","113845","48.89244, 2.499415"
"Noisy-le-Sec","Seine-Saint-Denis","Île-de-France","113217","48.896288, 2.459306"
"Pavillons-sous-Bois","Seine-Saint-Denis","Île-de-France","113860","48.908159, 2.517109"
"Livry-Gargan","Seine-Saint-Denis","Île-de-France","113886","48.922211, 2.516874"
"Pantin","Seine-Saint-Denis","Île-de-France","113209","48.898096, 2.400685"
"Jarville-la-Malgrange","Meurthe-et-Moselle","Grand Est","141010","48.6698381, 6.2024643"
"Saint-Clément","Meurthe-et-Moselle","Grand Est","141374","48.5312283, 6.6081108"
"Bar-sur-Aube","Aube","Grand Est","118299","48.2385399, 4.7066708"
"Tantonville","Meurthe-et-Moselle","Grand Est","141598","48.4838433, 6.129105"
"Ceintrey","Meurthe-et-Moselle","Grand Est","141572","48.523865, 6.1572868"
"Messein","Meurthe-et-Moselle","Grand Est","141499","48.6128788, 6.1378364"
"Baccarat","Meurthe-et-Moselle","Grand Est","141416","48.452405, 6.74383"
"Bayon","Meurthe-et-Moselle","Grand Est","141218","48.468046, 6.322569"
"Foug","Meurthe-et-Moselle","Grand Est","141036","48.6792561, 5.7912761"
"Toul","Meurthe-et-Moselle","Grand Est","141044","48.679018, 5.880615"
"Paris","Paris","Île-de-France","111278","48.89399, 2.31462"
"Nice","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","590299","43.72254, 7.29142"
"Labergement-Sainte-Marie","Doubs","Bourgogne-Franche-Comté","715219","46.77632, 6.28011"
"Bidos","Pyrénées-Atlantiques","Nouvelle-Aquitaine","691949","43.17892, -0.6069"
"","","","697359","48.93076, 2.42316"
"Villefranche-de-Conflent","Pyrénées-Orientales","Occitanie","784686","42.591998, 2.370396"
"Cabanasse","Pyrénées-Orientales","Occitanie","784801","42.4978734, 2.0875591"
"Port-Vendres","Pyrénées-Orientales","Occitanie","784264","42.5136077, 3.1025762"
"Bondy","Seine-Saint-Denis","Île-de-France","988709","48.89317, 2.487751"
"Penne-sur-Huveaune","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751743","43.2846765, 5.5155698"
"Saint-Martin-de-Crau","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753681","43.6223344, 4.8003403"
"Seyne-sur-Mer","Var","Provence-Alpes-Côte d'Azur","755264","43.116959, 5.876966"
"Saint-Victoret","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753285","43.409655, 5.253822"
"Aix-en-Provence","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751404","43.522912, 5.445345"
"Martigues","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753541","43.3398078, 5.0517077"
"Septèmes-les-Vallons","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751800","43.4031137, 5.3701756"
"Martigues","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753491","43.4088317, 5.0196445"
"Simiane-Collongue","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751438","43.434747, 5.426148"
"Bandol","Var","Provence-Alpes-Côte d'Azur","755223","43.140344, 5.750118"
"Banassac-Canilhac","Lozère","Occitanie","783324","44.4477632, 3.1958518"
"Saint-Chély-d'Apcher","Lozère","Occitanie","783241","44.8017375, 3.2706895"
"Campagnac","Aveyron","Occitanie","783340","44.4219559, 3.0664008"
"Bousquet-d'Orb","Hérault","Occitanie","781583","43.6912097, 3.1689379"
"Leucate","Aude","Occitanie","781088","42.9327725, 3.0128555"
"Marseillan","Hérault","Occitanie","781294","43.3181964, 3.5355281"
"Collioure","Pyrénées-Orientales","Occitanie","784256","42.5269437, 3.0782319"
"Mont Lozère et Goulet","Lozère","Occitanie","783670","44.5617971, 3.7518919"
"Bourgs sur Colagne","Lozère","Occitanie","783290","44.5246607, 3.2638181"
"Elne","Pyrénées-Orientales","Occitanie","784207","42.5971138, 2.9635851"
"Chambéry","Savoie","Auvergne-Rhône-Alpes","741009","45.571302, 5.919547"
"Lavoûte-sur-Loire","Haute-Loire","Auvergne-Rhône-Alpes","734707","45.1214503, 3.9054101"
"Viviers-du-Lac","Savoie","Auvergne-Rhône-Alpes","741140","45.648502, 5.9033389"
"Massiac","Cantal","Auvergne-Rhône-Alpes","734871","45.2537695, 3.1965518"
"Lezoux","Puy-de-Dôme","Auvergne-Rhône-Alpes","734442","45.8212175, 3.385986"
"Vorey","Haute-Loire","Auvergne-Rhône-Alpes","734723","45.1829093, 3.911422"
"Côteaux-sur-Loire","Indre-et-Loire","Centre-Val de Loire","571810","47.2855394, 0.3096916"
"Bonneval","Eure-et-Loir","Centre-Val de Loire","545731","48.1862958, 1.3861845"
"Esvres","Indre-et-Loire","Centre-Val de Loire","571422","47.2841016, 0.7816519"
"Reignac-sur-Indre","Indre-et-Loire","Centre-Val de Loire","571455","47.2178494, 0.9013322"
"Ballan-Miré","Indre-et-Loire","Centre-Val de Loire","571604","47.3369919, 0.6188975"
"Chinon","Indre-et-Loire","Centre-Val de Loire","571687","47.163047, 0.251538"
"Paris","Paris","Île-de-France","547315","48.85348, 2.34545"
"Orly","Val-de-Marne","Île-de-France","546200","48.741815, 2.40265"
"Égly","Essonne","Île-de-France","545475","48.582364, 2.222138"
"Drap","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","565143","43.7641521, 7.3388541"
"Saint-Sulpice-et-Cameyrac","Gironde","Nouvelle-Aquitaine","584722","44.9142742, -0.392135"
"Lamonzie-Saint-Martin","Dordogne","Nouvelle-Aquitaine","584243","44.8450247, 0.3854609"
"Port-Sainte-Marie","Lot-et-Garonne","Nouvelle-Aquitaine","586107","44.2504383, 0.3905059"
"Églisottes-et-Chalaures","Gironde","Nouvelle-Aquitaine","584532","45.0942299, -0.0437576"
"Lamothe-Montravel","Dordogne","Nouvelle-Aquitaine","584151","44.8537384, 0.0215683"
"Saint-Priest-Taurion","Haute-Vienne","Nouvelle-Aquitaine","592055","45.8872383, 1.4002297"
"Limoges","Haute-Vienne","Nouvelle-Aquitaine","592006","45.836089, 1.267356"
"Mauzac-et-Grand-Castang","Dordogne","Nouvelle-Aquitaine","584466","44.8558291, 0.7899658"
"Lalinde","Dordogne","Nouvelle-Aquitaine","584441","44.8396152, 0.7427811"
"Wasquehal","Nord","Hauts-de-France","286716","50.6785574, 3.1380315"
"Madeleine","Nord","Hauts-de-France","286187","50.6608037, 3.0725804"
"Lyon","Rhône","Auvergne-Rhône-Alpes","282624","45.74495, 4.84139"
"Steenwerck","Nord","Hauts-de-France","286161","50.713459, 2.7855769"
"Lezennes","Nord","Hauts-de-France","287102","50.6205699, 3.0986481"
"Fretin","Nord","Hauts-de-France","286641","50.5599254, 3.1495133"
"Ronchin","Nord","Hauts-de-France","286534","50.6045664, 3.0783734"
"Bailleul","Nord","Hauts-de-France","286179","50.72916, 2.73445"
"Orchies","Nord","Hauts-de-France","286583","50.47705, 3.24888"
"Roubaix","Nord","Hauts-de-France","286732","50.69561, 3.16348"
"Beauchamp","Val-d'Oise","Île-de-France","276089","49.00758, 2.19767"
"Gennevilliers","Hauts-de-Seine","Île-de-France","272146","48.92007, 2.31441"
"Garges-lès-Gonesse","Val-d'Oise","Île-de-France","276196","48.97663, 2.39078"
"Saint-Ouen-l'Aumône","Val-d'Oise","Île-de-France","276147","49.0549329, 2.1225973"
"Goussainville","Val-d'Oise","Île-de-France","276246","49.0240732, 2.4632464"
"Saint-Gratien","Val-d'Oise","Île-de-France","276170","48.96403, 2.28531"
"Goussainville","Val-d'Oise","Île-de-France","276238","49.03234, 2.47633"
"Beuvry","Pas-de-Calais","Hauts-de-France","342402","50.5356021, 2.6924093"
"Loos-en-Gohelle","Pas-de-Calais","Hauts-de-France","345033","50.4378798, 2.7933955"
"Pont-à-Vendin","Pas-de-Calais","Hauts-de-France","345264","50.4713812, 2.8751938"
"Savy-Berlette","Pas-de-Calais","Hauts-de-France","342253","50.3538756, 2.5577316"
"Marquillies","Nord","Hauts-de-France","342469","50.5477246, 2.8661707"
"Valenciennes","Nord","Hauts-de-France","343004","50.363259, 3.517115"
"Leforest","Pas-de-Calais","Hauts-de-France","345223","50.4278, 3.05977"
"Salomé","Nord","Hauts-de-France","342451","50.5414529, 2.8366078"
"Vimy","Pas-de-Calais","Hauts-de-France","342576","50.3732316, 2.8229549"
"Iwuy","Nord","Hauts-de-France","345397","50.2255015, 3.3298634"
"Paris","Paris","Île-de-France","271023","48.880185, 2.355151"
"Schopperten","Bas-Rhin","Grand Est","215483","48.9456499, 7.055779"
"Mitry-Mory","Seine-et-Marne","Île-de-France","271510","48.95325, 2.60243"
"Mitry-Mory","Seine-et-Marne","Île-de-France","271528","48.97569, 2.64247"
"Épinay-sur-Seine","Seine-Saint-Denis","Île-de-France","271148","48.9542084, 2.3026142"
"","","","697292",""
"Reichshoffen","Bas-Rhin","Grand Est","213249","48.9310582, 7.658132"
"Bischwiller","Bas-Rhin","Grand Est","213611","48.765753, 7.8516536"
"Duttlenheim","Bas-Rhin","Grand Est","214544","48.5453531, 7.5661529"
"Saulxures","Bas-Rhin","Grand Est","214759","48.3895555, 7.1478548"
"Lutzelhouse","Bas-Rhin","Grand Est","214650","48.51812, 7.29391"
"Walbourg","Bas-Rhin","Grand Est","213405","48.8862164, 7.8092705"
"Urmatt","Bas-Rhin","Grand Est","214643","48.52451, 7.3119577"
"Sélestat","Bas-Rhin","Grand Est","214056","48.2601166, 7.443278"
"Wisches","Bas-Rhin","Grand Est","214676","48.5076495, 7.2700936"
"Varangéville","Meurthe-et-Moselle","Grand Est","141101","48.63533929, 6.31286037"
"Neuilly-Saint-Front","Aisne","Hauts-de-France","116681","49.1871466, 3.2710249"
"Lille","Nord","Hauts-de-France","109306","50.61432, 3.03432"
"Nancy","Meurthe-et-Moselle","Grand Est","141002","48.689861, 6.174583"
"Pontault-Combault","Seine-et-Marne","Île-de-France","116046","48.806034, 2.618004"
"Verneuil-l'Étang","Seine-et-Marne","Île-de-France","116079","48.644689, 2.825006"
"Poigny","Seine-et-Marne","Île-de-France","115873","48.545567, 3.287434"
"Gagny","Seine-Saint-Denis","Île-de-France","113522","48.877129, 2.552692"
"Mortcerf","Seine-et-Marne","Île-de-France","116244","48.7892191, 2.9075554"
"Meaux","Seine-et-Marne","Île-de-France","116103","48.957759, 2.874041"
"Rosières-aux-Salines","Meurthe-et-Moselle","Grand Est","141127","48.60563, 6.350457"
"Dombasle-sur-Meurthe","Meurthe-et-Moselle","Grand Est","141119","48.623275, 6.343478"
"Pont-Saint-Vincent","Meurthe-et-Moselle","Grand Est","141523","48.6023732, 6.1031502"
"Bainville-sur-Madon","Meurthe-et-Moselle","Grand Est","141531","48.5863794, 6.099327"
"Mont-sur-Meurthe","Meurthe-et-Moselle","Grand Est","141143","48.5599456, 6.4496444"
"Autrey","Meurthe-et-Moselle","Grand Est","141564","48.5360716, 6.1374765"
"Langres","Haute-Marne","Grand Est","142091","47.8769474, 5.3444064"
"Flin","Meurthe-et-Moselle","Grand Est","141390","48.5050204, 6.6592265"
"Lunéville","Meurthe-et-Moselle","Grand Est","141150","48.588233, 6.49727"
"Vincey","Vosges","Grand Est","144063","48.3436471, 6.3355129"
"Évette-Salbert","Territoire de Belfort","Bourgogne-Franche-Comté","184200","47.6810089, 6.8068494"
"Petit-Croix","Territoire de Belfort","Bourgogne-Franche-Comté","184267","47.6101045, 6.9947414"
"Valleroy","Meurthe-et-Moselle","Grand Est","192732","49.2056957, 5.9360165"
"Farschviller","Moselle","Grand Est","193524","49.0878773, 6.9080815"
"Thionville","Moselle","Grand Est","191007","49.353931, 6.169543"
"Merxheim","Haut-Rhin","Grand Est","182725","47.9126413, 7.3022795"
"Distroff","Moselle","Grand Est","191320","49.3352322, 6.2603013"
"Rombas","Moselle","Grand Est","192070","49.13673, 6.16791"
"Herny","Moselle","Grand Est","193383","49.0036084, 6.4769285"
"Yutz","Moselle","Grand Est","191304","49.361354, 6.2093949"
"Nouvion-sur-Meuse","Ardennes","Grand Est","172213","49.6973135, 4.794973"
"Joigny-sur-Meuse","Ardennes","Grand Est","172031","49.8336807, 4.7672389"
"Bogny-sur-Meuse","Ardennes","Grand Est","172049","49.8583117, 4.7632317"
"Guignicourt","Aisne","Hauts-de-France","171736","49.434862, 3.961334"
"Sept-Saulx","Marne","Grand Est","171645","49.1511332, 4.2569742"
"Donchery","Ardennes","Grand Est","172239","49.6981267, 4.8747529"
"Bazancourt","Marne","Grand Est","171462","49.361202, 4.173887"
"Laifour","Ardennes","Grand Est","172072","49.911256, 4.6923484"
"Lumes","Ardennes","Grand Est","172189","49.7327973, 4.7833571"
"Givet","Ardennes","Grand Est","172130","50.14025067, 4.81798595"
"Saint-Hilaire-au-Temple","Marne","Grand Est","174441","49.05593, 4.37967"
"Mourmelon-le-Petit","Marne","Grand Est","174409","49.1313076, 4.3180982"
"Anchamps","Ardennes","Grand Est","172858","49.9307448, 4.6702434"
"Fépin","Ardennes","Grand Est","172874","50.0234644, 4.7266156"
"Mulhouse","Haut-Rhin","Grand Est","181024","47.736281, 7.3313559"
"Rethel","Ardennes","Grand Est","172270","49.504393, 4.369566"
"Sedan","Ardennes","Grand Est","172254","49.695024, 4.930373"
"Rixheim","Haut-Rhin","Grand Est","182071","47.74896, 7.406404"
"Bouy","Marne","Grand Est","174433","49.09131, 4.35292"
"Colmar","Haut-Rhin","Grand Est","182014","48.073201, 7.346967"
"Luttenbach-près-Munster","Haut-Rhin","Grand Est","182543","48.0352559, 7.1186307"
"Wihr-au-Val","Haut-Rhin","Grand Est","182378","48.0460522, 7.2095351"
"Griesbach-au-Val","Haut-Rhin","Grand Est","182386","48.0414908, 7.1748407"
"Lutterbach","Haut-Rhin","Grand Est","182667","47.7582136, 7.276994"
"Zillisheim","Haut-Rhin","Grand Est","182196","47.6943143, 7.2945376"
"Fellering","Haut-Rhin","Grand Est","182626","47.8975893, 6.9871347"
"Habsheim","Haut-Rhin","Grand Est","182089","47.737691, 7.417979"
"Rouffach","Haut-Rhin","Grand Est","182337","47.9602481, 7.312455"
"Avricourt","Meurthe-et-Moselle","Grand Est","215103","48.6467012, 6.8053062"
"Saint-Denis","Seine-Saint-Denis","Île-de-France","164798","48.91839, 2.36257"
"Provenchères-et-Colroy","Vosges","Grand Est","144386","48.3145855, 7.1317294"
"Vôge-les-Bains","Vosges","Grand Est","144147","47.9811282, 6.2952683"
"Trois-Domaines","Meuse","Grand Est","147322","48.978549, 5.270954"
"Vignory","Haute-Marne","Grand Est","142232","48.2701366, 5.1241594"
"Raon-l'Étape","Vosges","Grand Est","144626","48.404002, 6.837302"
"Lamarche","Vosges","Grand Est","144303","48.0901299, 5.7604385"
"Remiremont","Vosges","Grand Est","144451","48.016363, 6.598855"
"Bruyères","Vosges","Grand Est","144154","48.204895, 6.7187638"
"Épinal","Vosges","Grand Est","144006","48.178005, 6.441787"
"Isle-sur-le-Doubs","Doubs","Bourgogne-Franche-Comté","184572","47.4473777, 6.5812614"
"Ronchamp","Haute-Saône","Bourgogne-Franche-Comté","185314","47.6990308, 6.6232791"
"Maizières-lès-Metz","Moselle","Grand Est","191106","49.2155349, 6.1588762"
"Vesoul","Haute-Saône","Bourgogne-Franche-Comté","185009","47.6177734, 6.151926"
"Belfort","Territoire de Belfort","Bourgogne-Franche-Comté","184002","47.633284, 6.853956"
"Lure","Haute-Saône","Bourgogne-Franche-Comté","185249","47.683269, 6.4925787"
"Saint-Amarin","Haut-Rhin","Grand Est","182600","47.8728596, 7.0287447"
"Vieux-Thann","Haut-Rhin","Grand Est","182550","47.8058505, 7.1194904"
"Cernay","Haut-Rhin","Grand Est","182410","47.802, 7.1737"
"Ranspach","Haut-Rhin","Grand Est","182402","47.8815954, 7.0123184"
"Châlons-en-Champagne","Marne","Grand Est","174003","48.955252, 4.348656"
"Eurville-Bienville","Haute-Marne","Grand Est","175141","48.5828713, 5.0449583"
"Fronville","Haute-Marne","Grand Est","175075","48.4001829, 5.1564405"
"Vrigne-Meuse","Ardennes","Grand Est","172221","49.7010822, 4.8438063"
"Joinville","Haute-Marne","Grand Est","175091","48.4442977, 5.143503"
"Mulhouse","Haut-Rhin","Grand Est","182055","47.74713, 7.308477"
"Bar-le-Duc","Meuse","Grand Est","175042","48.773308, 5.166822"
"Turckheim","Haut-Rhin","Grand Est","182352","48.0856288, 7.279466"
"Illfurth","Haut-Rhin","Grand Est","182204","47.6764322, 7.2685712"
"Islettes","Meuse","Grand Est","175711","49.10635, 5.00184"
"Laneuveville-devant-Nancy","Meurthe-et-Moselle","Grand Est","141093","48.65564, 6.22792"
"Damelevières","Meurthe-et-Moselle","Grand Est","141135","48.564971, 6.386953"
"Neuves-Maisons","Meurthe-et-Moselle","Grand Est","141507","48.6147666, 6.1078904"
"Pierreville","Meurthe-et-Moselle","Grand Est","141556","48.5488838, 6.1241409"
"Diarville","Meurthe-et-Moselle","Grand Est","141648","48.3975653, 6.1264922"
"Louvigny","Moselle","Grand Est","142109","48.947773, 6.169838"
"Bologne","Haute-Marne","Grand Est","142224","48.1986877, 5.1342228"
