"Commune","Departement","Region","Longitude_WGS84","Latitude_WGS84","Code_UIC"
"Saint-Denis-des-Murs","Haute-Vienne","Nouvelle-Aquitaine","1.5514368","45.7889106","592097"
"Neuvic-Entier","Haute-Vienne","Nouvelle-Aquitaine","1.6453027","45.759316","592105"
"Saillat-sur-Vienne","Haute-Vienne","Nouvelle-Aquitaine","0.8117415","45.8696297","592717"
"Eymoutiers","Haute-Vienne","Nouvelle-Aquitaine","1.7412237","45.7397876","592121"
"Coquille","Dordogne","Nouvelle-Aquitaine","0.9744005","45.5408509","592501"
"Saint-Sébastien","Creuse","Nouvelle-Aquitaine","1.5466809","46.3859938","592493"
"Bosmie-l'Aiguille","Haute-Vienne","Nouvelle-Aquitaine","1.2049024","45.7783702","592634"
"Bellac","Haute-Vienne","Nouvelle-Aquitaine","1.0461168","46.1252044","592485"
"Castillon-la-Bataille","Gironde","Nouvelle-Aquitaine","-0.04066","44.856999","584136"
"Parempuyre","Gironde","Nouvelle-Aquitaine","-0.6193396","44.9447032","581710"
"Ruffec","Charente","Nouvelle-Aquitaine","0.1902055","46.0305185","583849"
"Marcheprime","Gironde","Nouvelle-Aquitaine","-0.85381","44.690543","582445"
"Preignac","Gironde","Nouvelle-Aquitaine","-0.3022296","44.5783064","582767"
"Gujan-Mestras","Gironde","Nouvelle-Aquitaine","-1.11600","44.639879","582635"
"Réole","Gironde","Nouvelle-Aquitaine","-0.03057","44.579742","582866"
"Teich","Gironde","Nouvelle-Aquitaine","-1.025556","44.632507","582601"
"Pessac","Gironde","Nouvelle-Aquitaine","-0.63185","44.80461","581751"
"Langon","Gironde","Nouvelle-Aquitaine","-0.25554","44.555448","582775"
"Saint-Yzan-de-Soudiac","Gironde","Nouvelle-Aquitaine","-0.3917824","45.139072","491209"
"Loire-Authion","Maine-et-Loire","Pays de la Loire","-0.3182267","47.4122473","487892"
"Bussac-Forêt","Charente-Maritime","Nouvelle-Aquitaine","-0.3682457","45.211928","491191"
"Pons","Charente-Maritime","Nouvelle-Aquitaine","-0.5389124","45.5780767","491100"
"Saumur","Maine-et-Loire","Pays de la Loire","-0.07136","47.26900","487603"
"Cubzac-les-Ponts","Gironde","Nouvelle-Aquitaine","-0.4590937","44.9729407","491266"
"Chapelle-Saint-Mesmin","Loiret","Centre-Val de Loire","1.8268193","47.8929293","543371"
"Cognac","Charente","Nouvelle-Aquitaine","-0.326112","45.684682","491449"
"Ambarès-et-Lagrave","Gironde","Nouvelle-Aquitaine","-0.477021","44.9356421","491274"
"Sainte-Geneviève-des-Bois","Essonne","Île-de-France","2.313161","48.653245","545210"
"Saint-Michel-sur-Orge","Essonne","Île-de-France","2.306632","48.635479","545202"
"Villeneuve-le-Roi","Val-de-Marne","Île-de-France","2.426084","48.739908","545277"
"Guillerval","Essonne","Île-de-France","2.0598748","48.3744455","545129"
"Étréchy","Essonne","Île-de-France","2.194323","48.493727","545145"
"Arpajon","Essonne","Île-de-France","2.24112","48.58617","545467"
"Bachellerie","Dordogne","Nouvelle-Aquitaine","1.1601301","45.1511154","595595"
"Lavaveix-les-Mines","Creuse","Nouvelle-Aquitaine","2.0890801","46.0795307","597781"
"Buisson-de-Cadouin","Dordogne","Nouvelle-Aquitaine","0.9081756","44.84723","595751"
"Sarlat-la-Canéda","Dordogne","Nouvelle-Aquitaine","1.220328","44.8770213","595827"
"Longages","Haute-Garonne","Occitanie","1.2519529","43.3563239","611053"
"Neuvy-Pailloux","Indre","Centre-Val de Loire","1.8642473","46.883564","597070"
"Fauga","Haute-Garonne","Occitanie","1.2827183","43.4043288","611046"
"Éguzon-Chantôme","Indre","Centre-Val de Loire","1.5521707","46.4397694","597153"
"Carbonne","Haute-Garonne","Occitanie","1.212531","43.298206","611061"
"Aubusson","Creuse","Nouvelle-Aquitaine","2.1617231","45.9596691","597823"
"Mignaloux-Beauvoir","Vienne","Nouvelle-Aquitaine","0.4117391","46.5261427","575704"
"Saint-Amand-Longpré","Loir-et-Cher","Centre-Val de Loire","1.0119896","47.693141","574640"
"Chissay-en-Touraine","Loir-et-Cher","Centre-Val de Loire","1.1333044","47.3349004","574848"
"Anché","Vienne","Nouvelle-Aquitaine","0.2503424","46.3496187","575332"
"Montlouis-sur-Loire","Indre-et-Loire","Centre-Val de Loire","0.8199079","47.3715058","574434"
"Vivonne","Vienne","Nouvelle-Aquitaine","0.2653156","46.4266355","575290"
"Meung-sur-Loire","Loiret","Centre-Val de Loire","1.691928","47.829926","574137"
"Vendôme","Loir-et-Cher","Centre-Val de Loire","1.0678728","47.8021498","574558"
"Limeray","Indre-et-Loire","Centre-Val de Loire","1.0499661","47.4502088","574335"
"Langeais","Indre-et-Loire","Centre-Val de Loire","0.410557","47.324114","571828"
"Bassillac et Auberoche","Dordogne","Nouvelle-Aquitaine","0.9180406","45.1290571","595538"
"Saint-Yrieix-la-Perche","Haute-Vienne","Nouvelle-Aquitaine","1.2053608","45.5192516","592824"
"Quatre-Routes-du-Lot","Lot","Occitanie","1.6439067","44.9974864","594564"
"Limeyrat","Dordogne","Nouvelle-Aquitaine","0.9776842","45.1562615","595553"
"Arnac-Pompadour","Corrèze","Nouvelle-Aquitaine","1.3871677","45.3952807","594663"
"Égletons","Corrèze","Nouvelle-Aquitaine","2.0651243","45.4023816","594168"
"Meyze","Haute-Vienne","Nouvelle-Aquitaine","1.2123135","45.6212964","592808"
"Meymac","Corrèze","Nouvelle-Aquitaine","2.1640905","45.5302313","594275"
"Nexon","Haute-Vienne","Nouvelle-Aquitaine","1.1784396","45.6915692","592725"
"Objat","Corrèze","Nouvelle-Aquitaine","1.4068293","45.2647335","594630"
"Mothe-Saint-Héray","Deux-Sèvres","Nouvelle-Aquitaine","-0.1298415","46.3807592","485508"
"Saint-Hilaire-de-Riez","Vendée","Pays de la Loire","-1.9496838","46.7166736","486563"
"Bellevigny","Vendée","Pays de la Loire","-1.4346673","46.788316","486142"
"Achards","Vendée","Pays de la Loire","-1.6596359","46.6068648","486423"
"Bressuire","Deux-Sèvres","Nouvelle-Aquitaine","-0.4963269","46.8384462","487249"
"Lusignan","Vienne","Nouvelle-Aquitaine","0.116555","46.4354949","485540"
"Saint-Étienne-de-Montluc","Loire-Atlantique","Pays de la Loire","-1.7857107","47.2747167","481812"
"Prissé-la-Charrière","Deux-Sèvres","Nouvelle-Aquitaine","-0.4936249","46.15277","485359"
"Beauvoir-sur-Niort","Deux-Sèvres","Nouvelle-Aquitaine","-0.4687544","46.1768857","485342"
"Mauzé-sur-le-Mignon","Deux-Sèvres","Nouvelle-Aquitaine","-0.6737264","46.1995881","485250"
"Pontchâteau","Loire-Atlantique","Pays de la Loire","-2.088201","47.435399","481846"
"Cordemais","Loire-Atlantique","Pays de la Loire","-1.8466771","47.3021502","481820"
"Cholet","Maine-et-Loire","Pays de la Loire","-0.869583","47.065698","484303"
"Verneuil d'Avre et d'Iton","Eure","Normandie","0.9291925","48.7424857","393595"
"Clayes-sous-Bois","Yvelines","Île-de-France","1.9930652","48.8239168","393413"
"Issy-les-Moulineaux","Hauts-de-Seine","Île-de-France","2.2635936","48.8295555","393306"
"Fontenay-le-Fleury","Yvelines","Île-de-France","2.0404603","48.8074032","393405"
"Massy","Essonne","Île-de-France","2.2575281","48.7264211","393579"
"Versailles","Yvelines","Île-de-France","2.1540156","48.7969381","393165"
"Plaisir","Yvelines","Île-de-France","1.9432973","48.8316509","393421"
"Verrière","Yvelines","Île-de-France","1.943674","48.7556954","393256"
"Paris","Paris","Île-de-France","2.3150151","48.8619133","393033"
"Bièvres","Essonne","Île-de-France","2.2157279","48.7513289","393546"
"Mouans-Sartoux","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","6.974114","43.620318","401323"
"Walbach","Haut-Rhin","Grand Est","7.2334758","48.0580062","182360"
"Munster","Haut-Rhin","Grand Est","7.1341728","48.0383438","182394"
"Saint-Péray","Ardèche","Auvergne-Rhône-Alpes","4.85035","44.94771","761494"
"Marans","Charente-Maritime","Nouvelle-Aquitaine","-1.00127","46.30433","485060"
"Lacapelle-Viescamp","Cantal","Auvergne-Rhône-Alpes","2.29021","44.91831","645119"
"Paris","Paris","Île-de-France","2.37397","48.89602","654798"
"Fère-en-Tardenois","Aisne","Hauts-de-France","3.5042685","49.2085631","171371"
"Étival-Clairefontaine","Vosges","Grand Est","6.8769607","48.3671987","144642"
"Rozières-sur-Mouzon","Vosges","Grand Est","5.7054886","48.1208921","144311"
"Saint-Denis","Seine-Saint-Denis","Île-de-France","2.35134","48.91779","164780"
"Breuil","Marne","Grand Est","3.7665322","49.3084141","171322"
"Bazoches-sur-Vesles","Aisne","Hauts-de-France","3.6163588","49.30518","171348"
"Fismes","Marne","Grand Est","3.682130","49.310665","171330"
"Capavenir Vosges","Vosges","Grand Est","6.416384","48.244650","144097"
"Vittel","Vosges","Grand Est","5.9418718","48.2024882","144279"
"Igney","Vosges","Grand Est","6.3995463","48.2709639","144089"
"Tour-de-Salvagny","Rhône","Auvergne-Rhône-Alpes","4.7309383","45.7878115","208553"
"Schweighouse-sur-Moder","Bas-Rhin","Grand Est","7.7425635","48.8286765","213108"
"Gundershoffen","Bas-Rhin","Grand Est","7.6535345","48.905261","213223"
"Sarreinsming","Moselle","Grand Est","7.1120387","49.086306","193631"
"Rœschwoog","Bas-Rhin","Grand Est","8.0298738","48.8334661","212407"
"Vendenheim","Bas-Rhin","Grand Est","7.7177824","48.6659659","212118"
"Wittring","Moselle","Grand Est","7.1410655","49.0559404","193656"
"Saverne","Bas-Rhin","Grand Est","7.3620802","48.7444606","212225"
"Mothern","Bas-Rhin","Grand Est","8.1615803","48.9347327","212456"
"Wœlfling-lès-Sarreguemines","Moselle","Grand Est","7.190609","49.094747","193771"
"","","","6.231388888888889","44.0911111","751495"
"Monistrol-d'Allier","Haute-Loire","Auvergne-Rhône-Alpes","3.6500424","44.9696648","734335"
"Vissac-Auteyrac","Haute-Loire","Auvergne-Rhône-Alpes","3.6104913","45.1228045","731828"
"Clermont-Ferrand","Puy-de-Dôme","Auvergne-Rhône-Alpes","3.100543","45.778945","734004"
"Royat","Puy-de-Dôme","Auvergne-Rhône-Alpes","3.0615022","45.7676495","734038"
"Fraisses","Loire","Auvergne-Rhône-Alpes","4.2610375","45.3948228","726737"
"Beauzac","Haute-Loire","Auvergne-Rhône-Alpes","4.1372431","45.2597792","726786"
"Saint Bonnet-Laval","Lozère","Occitanie","3.741923","44.8380008","734343"
"Saint-Fons","Rhône","Auvergne-Rhône-Alpes","4.8525663","45.7058114","728501"
"Coteau","Loire","Auvergne-Rhône-Alpes","4.086248","46.023984","726828"
"Feurs","Loire","Auvergne-Rhône-Alpes","4.230573","45.744156","726877"
"Pontcharra-sur-Turdine","Rhône","Auvergne-Rhône-Alpes","4.4927781","45.8714911","721464"
"Légny","Rhône","Auvergne-Rhône-Alpes","4.575043","45.9065839","721787"
"Dommartin","Rhône","Auvergne-Rhône-Alpes","4.7344831","45.8397811","721738"
"Verpillière","Isère","Auvergne-Rhône-Alpes","5.150866","45.627600","723395"
"Saint-Priest","Rhône","Auvergne-Rhône-Alpes","4.934242","45.686659","723353"
"Chessy","Rhône","Auvergne-Rhône-Alpes","4.6222625","45.885545","721761"
"Givors","Rhône","Auvergne-Rhône-Alpes","4.766086","45.584948","722405"
"Feyzin","Rhône","Auvergne-Rhône-Alpes","4.8531349","45.6658584","722538"
"Fontpédrouse","Pyrénées-Orientales","Occitanie","2.1886585","42.5138062","784769"
"Font-Romeu-Odeillo-Via","Pyrénées-Orientales","Occitanie","2.0383917","42.4912317","784819"
"Sainte-Léocadie","Pyrénées-Orientales","Occitanie","2.0104348","42.4411844","784850"
"Canaveilles","Pyrénées-Orientales","Occitanie","2.249094","42.5288009","784744"
"Ur","Pyrénées-Orientales","Occitanie","1.9404821","42.457481","784884"
"Estavar","Pyrénées-Orientales","Occitanie","2.0179071","42.4632434","784827"
"Planès","Pyrénées-Orientales","Occitanie","2.1369269","42.5009185","784785"
"Nyer","Pyrénées-Orientales","Occitanie","2.2630177","42.5416979","784736"
"Saint-Julien-du-Sault","Yonne","Bourgogne-Franche-Comté","3.302688","48.0269195","683227"
"Villeneuve-la-Guyard","Yonne","Bourgogne-Franche-Comté","3.071655","48.342425","683102"
"Villeneuve-sur-Yonne","Yonne","Bourgogne-Franche-Comté","3.2869251","48.0850129","683219"
"Chemilly-sur-Yonne","Yonne","Bourgogne-Franche-Comté","3.5543936","47.8972366","683532"
"Nogent-sur-Vernisson","Loiret","Centre-Val de Loire","2.7375773","47.8527938","684274"
"Augy","Yonne","Bourgogne-Franche-Comté","3.6111818","47.7663393","683607"
"Avallon","Yonne","Bourgogne-Franche-Comté","3.9124463","47.4957553","683789"
"Malesherbois","Loiret","Centre-Val de Loire","2.4012177","48.2934325","684415"
"Saint-Pierre-lès-Nemours","Seine-et-Marne","Île-de-France","2.685754","48.267884","684126"
"Vernou-la-Celle-sur-Seine","Seine-et-Marne","Île-de-France","2.8424649","48.3864547","682468"
"Clayette","Saône-et-Loire","Bourgogne-Franche-Comté","4.2984195","46.2881469","694737"
"Dompierre-sur-Besbre","Allier","Auvergne-Rhône-Alpes","3.6749309","46.5263166","696427"
"Pougues-les-Eaux","Nièvre","Bourgogne-Franche-Comté","3.0940304","47.0767837","696211"
"Varennes-sur-Allier","Allier","Auvergne-Rhône-Alpes","3.3941783","46.3154922","696351"
"Saint-Vallier","Saône-et-Loire","Bourgogne-Franche-Comté","4.3300578","46.6421069","694638"
"Varennes-Vauzelles","Nièvre","Bourgogne-Franche-Comté","3.1467144","47.0055213","691600"
"Mesvres","Saône-et-Loire","Bourgogne-Franche-Comté","4.2449659","46.862799","694158"
"Blanzy","Saône-et-Loire","Bourgogne-Franche-Comté","4.3913585","46.694064","694612"
"Autun","Saône-et-Loire","Bourgogne-Franche-Comté","4.2929079","46.9548746","694570"
"Bessay-sur-Allier","Allier","Auvergne-Rhône-Alpes","3.3606477","46.4435849","696336"
"Saint-Bonnet-de-Rochefort","Allier","Auvergne-Rhône-Alpes","3.1393877","46.1483796","641076"
"Montazels","Aude","Occitanie","2.2481477","42.9423828","615203"
"Saint-Sulpice-la-Pointe","Tarn","Occitanie","1.680702","43.775073","615344"
"Golfech","Tarn-et-Garonne","Occitanie","0.854688","44.1160495","618082"
"Huriel","Allier","Auvergne-Rhône-Alpes","2.4762569","46.3714332","641217"
"Quillan","Aude","Occitanie","2.1815581","42.8739607","615260"
"Limoux","Aude","Occitanie","2.2228288","43.0563831","615161"
"Castres","Tarn","Occitanie","2.231223","43.599131","615468"
"Saint-Martin-d'Arrossa","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.3048922","43.2352119","673707"
"Ogeu-les-Bains","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.5076467","43.153939","672709"
"Saint-Geours-de-Maremne","Landes","Nouvelle-Aquitaine","-1.2412599","43.6713719","673269"
"Boucau","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.4905872","43.5234217","673095"
"Biarritz","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.545915","43.459397","673400"
"Hendaye","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.781724","43.353132","677005"
"Artix","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.5701881","43.3931062","672212"
"Gan","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-0.391462","43.2335932","672618"
"Urt","Pyrénées-Atlantiques","Nouvelle-Aquitaine","-1.3005564","43.4993785","672386"
"Alfortville","Val-de-Marne","Île-de-France","2.426977","48.802071","681155"
"Combs-la-Ville","Seine-et-Marne","Île-de-France","2.547798","48.667179","682146"
"Buno-Bonnevaux","Essonne","Île-de-France","2.3871153","48.370847","681510"
"Montereau-Fault-Yonne","Seine-et-Marne","Île-de-France","2.942972","48.379934","682302"
"Chartrettes","Seine-et-Marne","Île-de-France","2.6950059","48.4870771","682419"
"Viry-Châtillon","Essonne","Île-de-France","2.386391","48.676182","681312"
"Évry","Essonne","Île-de-France","2.450625","48.623287","681395"
"Ris-Orangis","Essonne","Île-de-France","2.435939","48.648004","681353"
"Ris-Orangis","Essonne","Île-de-France","2.414420","48.659442","681338"
"Boutigny-sur-Essonne","Essonne","Île-de-France","2.376360","48.434950","681478"
"Sessenheim","Bas-Rhin","Grand Est","7.9893194","48.7964628","212365"
"Steinbourg","Bas-Rhin","Grand Est","7.416299","48.7635292","212209"
"Drusenheim","Bas-Rhin","Grand Est","7.9478463","48.7659128","212357"
"Gambsheim","Bas-Rhin","Grand Est","7.8791884","48.6948699","212332"
"Iteuil","Vienne","Nouvelle-Aquitaine","0.3168298","46.4841223","577403"
"","","","2.41150","48.94390","697342"
"Bastide-Puylaurent","Lozère","Occitanie","3.9042849","44.5934829","775171"
"Nissan-lez-Enserune","Hérault","Occitanie","3.116678","43.2955681","781179"
"Montpellier","Hérault","Occitanie","3.880674","43.604738","773002"
"Vic-la-Gardiole","Hérault","Occitanie","3.7994505","43.5007687","773531"
"Lunel-Viel","Hérault","Occitanie","4.0937398","43.6811729","773424"
"Sète","Hérault","Occitanie","3.696560","43.412485","773200"
"Nîmes","Gard","Occitanie","4.365845","43.832291","775007"
"Carpentras","Vaucluse","Provence-Alpes-Côte d'Azur","5.044141","44.0499488","765735"
"Saint-Hilaire-de-Villefranche","Charente-Maritime","Nouvelle-Aquitaine","-0.5347155","45.85007","491324"
"Herbergement","Vendée","Pays de la Loire","-1.3712431","46.9069172","486126"
"Saint-Savinien","Charente-Maritime","Nouvelle-Aquitaine","-0.6778775","45.8759277","491035"
"Saint-Sever-de-Saintonge","Charente-Maritime","Nouvelle-Aquitaine","-0.5265079","45.7007999","491076"
"Clion","Charente-Maritime","Nouvelle-Aquitaine","-0.502092","45.4783225","491134"
"Loulay","Charente-Maritime","Nouvelle-Aquitaine","-0.5017525","46.0435165","491290"
"Thouars","Deux-Sèvres","Nouvelle-Aquitaine","-0.2097941","46.9852442","487009"
"Ménitré","Maine-et-Loire","Pays de la Loire","-0.275818","47.397422","487884"
"Vitry-sur-Seine","Val-de-Marne","Île-de-France","2.409046","48.782945","492108"
"Mulhouse","Haut-Rhin","Grand Est","7.2984302","47.750185","534339"
"Saint-Pierre-des-Corps","Indre-et-Loire","Centre-Val de Loire","0.723550","47.386099","571240"
"Saint-Cyr-en-Val","Loiret","Centre-Val de Loire","1.9476045","47.8192","543116"
"Lentilly","Rhône","Auvergne-Rhône-Alpes","4.6824009","45.8165247","566919"
"Aulnat","Puy-de-Dôme","Auvergne-Rhône-Alpes","3.1614332","45.7920571","562421"
"Lamotte-Beuvron","Loir-et-Cher","Centre-Val de Loire","2.022499","47.593898","543140"
"Montbazon","Indre-et-Loire","Centre-Val de Loire","0.7214769","47.2917191","571406"
"Chevilly","Loiret","Centre-Val de Loire","1.8793013","48.0266215","543041"
"Monnerville","Essonne","Île-de-France","2.0320595","48.3484915","545111"
"Orly","Val-de-Marne","Île-de-France","2.4173660","48.7454924","546226"
"Lardy","Essonne","Île-de-France","2.290596","48.533149","545178"
"Montpon-Ménestérol","Dordogne","Nouvelle-Aquitaine","0.159328","45.006326","595322"
"Lardin-Saint-Lazare","Dordogne","Nouvelle-Aquitaine","1.2267493","45.1267128","594382"
"Saint-Hilaire-Peyroux","Corrèze","Nouvelle-Aquitaine","1.6412346","45.1816781","594465"
"Saint-Denis-lès-Martel","Lot","Occitanie","1.6663378","44.9459316","594572"
"Exideuil","Charente","Nouvelle-Aquitaine","0.6666933","45.8863256","592881"
"Coussac-Bonneval","Haute-Vienne","Nouvelle-Aquitaine","1.3110412","45.5076088","592840"
"Bugue","Dordogne","Nouvelle-Aquitaine","0.942795","44.9056892","595744"
"Mussidan","Dordogne","Nouvelle-Aquitaine","0.354071","45.034329","595298"
"Thenon","Dordogne","Nouvelle-Aquitaine","1.0686905","45.1601857","595579"
"Masseret","Corrèze","Nouvelle-Aquitaine","1.5415396","45.536175","594820"
"Sauveterre-la-Lémance","Lot-et-Garonne","Nouvelle-Aquitaine","1.0115419","44.5893893","586495"
"Sainte-Bazeille","Lot-et-Garonne","Nouvelle-Aquitaine","0.0931269","44.5326935","586479"
"Peyrilhac","Haute-Vienne","Nouvelle-Aquitaine","1.1699844","45.9596182","592428"
"Aixe-sur-Vienne","Haute-Vienne","Nouvelle-Aquitaine","1.1456892","45.7965002","592667"
"Marmande","Lot-et-Garonne","Nouvelle-Aquitaine","0.168044","44.503019","586545"
"Saint-Junien","Haute-Vienne","Nouvelle-Aquitaine","0.9004849","45.8813844","592709"
"Lacelle","Corrèze","Nouvelle-Aquitaine","1.8264798","45.6412701","592147"
"Nieul","Haute-Vienne","Nouvelle-Aquitaine","1.1723974","45.9273896","592410"
"Bugeat","Corrèze","Nouvelle-Aquitaine","1.9248147","45.6005968","592162"
"Nantes","Loire-Atlantique","Pays de la Loire","-1.5224436","47.249142","590331"
"Beaumont Saint-Cyr","Vienne","Nouvelle-Aquitaine","0.4412021","46.7288206","575183"
"Noyers-sur-Cher","Loir-et-Cher","Centre-Val de Loire","1.3838369","47.2869126","574897"
"Montmorillon","Vienne","Nouvelle-Aquitaine","0.8737467","46.4174979","575480"
"Châtellerault","Vienne","Nouvelle-Aquitaine","0.549279","46.818594","575142"
"Selles-Saint-Denis","Loir-et-Cher","Centre-Val de Loire","1.9222038","47.3883857","576140"
"Cloyes-les-Trois-Rivières","Eure-et-Loir","Centre-Val de Loire","1.2433542","47.9921032","574509"
"Mennetou-sur-Cher","Loir-et-Cher","Centre-Val de Loire","1.8765238","47.2688835","576728"
"Nérondes","Cher","Centre-Val de Loire","2.8221695","46.9996897","576454"
"Noizay","Indre-et-Loire","Centre-Val de Loire","0.8959456","47.4096869","574368"
"Pezou","Loir-et-Cher","Centre-Val de Loire","1.1408714","47.8673364","574541"
"Saint-Aigulin","Charente-Maritime","Nouvelle-Aquitaine","-0.0189768","45.1573163","584540"
"Chasseneuil-sur-Bonnieure","Charente","Nouvelle-Aquitaine","0.4535528","45.8244091","583443"
"Saint-Pierre-d'Aurillac","Gironde","Nouvelle-Aquitaine","-0.1876216","44.5752452","582833"
"Trentels","Lot-et-Garonne","Nouvelle-Aquitaine","0.8850548","44.4430308","586446"
"Lamothe-Landerron","Gironde","Nouvelle-Aquitaine","0.0451406","44.5628433","582882"
"Pont-du-Casse","Lot-et-Garonne","Nouvelle-Aquitaine","0.6758568","44.2328145","586404"
"Saint-Macaire","Gironde","Nouvelle-Aquitaine","-0.2270601","44.5686216","582825"
"Ruelle-sur-Touvre","Charente","Nouvelle-Aquitaine","0.2213325","45.6764185","583203"
"Gardonne","Dordogne","Nouvelle-Aquitaine","0.3319427","44.8347538","584235"
"Caudrot","Gironde","Nouvelle-Aquitaine","-0.1452784","44.5801152","582841"
"Chaussée-Saint-Victor","Loir-et-Cher","Centre-Val de Loire","1.3537834","47.6127952","574251"
"Neuillé-Pont-Pierre","Indre-et-Loire","Centre-Val de Loire","0.5649155","47.5580135","571547"
"Cinq-Mars-la-Pile","Indre-et-Loire","Centre-Val de Loire","0.4604878","47.3452264","571836"
"Chaingy","Loiret","Centre-Val de Loire","1.782422","47.8770705","574111"
"Joué-lès-Tours","Indre-et-Loire","Centre-Val de Loire","0.6675586","47.3541741","571885"
"Azay-le-Rideau","Indre-et-Loire","Centre-Val de Loire","0.4475388","47.2663383","571638"
"Valloire-sur-Cisse","Loir-et-Cher","Centre-Val de Loire","1.247846","47.5203249","574301"
"Blois","Loir-et-Cher","Centre-Val de Loire","1.323823","47.585445","574004"
"Druye","Indre-et-Loire","Centre-Val de Loire","0.5354805","47.3070191","571612"
"Baule","Loiret","Centre-Val de Loire","1.668127","47.8117535","574152"
"Villenave-d'Ornon","Gironde","Nouvelle-Aquitaine","-0.5472574","44.7683428","581835"
"Bassens","Gironde","Nouvelle-Aquitaine","-0.5223144","44.9012933","581850"
"Selles-sur-Cher","Loir-et-Cher","Centre-Val de Loire","1.5461989","47.2816956","576868"
"Biganos","Gironde","Nouvelle-Aquitaine","-0.96621","44.637384","582478"
"Bègles","Gironde","Nouvelle-Aquitaine","-0.5552495","44.7995389","581801"
"Cadaujac","Gironde","Nouvelle-Aquitaine","-0.5376186","44.7520628","582684"
"Podensac","Gironde","Nouvelle-Aquitaine","-0.3589057","44.6489664","582734"
"Portets","Gironde","Nouvelle-Aquitaine","-0.4253931","44.6929765","582718"
"Cérons","Gironde","Nouvelle-Aquitaine","-0.340526","44.632346","582742"
"Gièvres","Loir-et-Cher","Centre-Val de Loire","1.6678267","47.2787925","576876"
"Pamproux","Deux-Sèvres","Nouvelle-Aquitaine","-0.051931","46.3996295","485524"
"Dingé","Ille-et-Vilaine","Bretagne","-1.6859729","48.3507382","478040"
"Roscoff","Finistère","Bretagne","-3.9833434","48.7207491","474635"
"Gestel","Morbihan","Bretagne","-3.4431341","47.8029905","476309"
"Morlaix","Finistère","Bretagne","-3.832514","48.577970","474338"
"Saint-Georges-sur-Eure","Eure-et-Loir","Centre-Val de Loire","1.3734019","48.4077566","394403"
"Bretoncelles","Orne","Normandie","0.8923825","48.4326737","394270"
"Loupe","Eure-et-Loir","Centre-Val de Loire","1.0109416","48.4737398","394254"
"Jouy","Eure-et-Loir","Centre-Val de Loire","1.5573972","48.5102582","394155"
"Lucé","Eure-et-Loir","Centre-Val de Loire","1.4529681","48.4366725","394015"
"Saint-Germain-sur-Avre","Eure","Normandie","1.2572208","48.7585","393520"
"Versailles","Yvelines","Île-de-France","2.1288274","48.8003635","393157"
"Jouy-en-Josas","Yvelines","Île-de-France","2.1470148","48.7709430","393504"
"Chaville","Hauts-de-Seine","Île-de-France","2.1882472","48.8047497","393207"
"Orgerus","Yvelines","Île-de-France","1.7028344","48.8267809","393447"
"Épinay-sur-Orge","Essonne","Île-de-France","2.3339755","48.675859","393652"
"Meudon","Hauts-de-Seine","Île-de-France","2.2296743","48.8190033","393116"
"Igny","Essonne","Île-de-France","2.2313626","48.7399008","393561"
"Saint-Louis","Haut-Rhin","Grand Est","7.5312095","47.6094781","181016"
"Breitenbach-Haut-Rhin","Haut-Rhin","Grand Est","7.1040522","48.0285326","182659"
"Chevillon","Haute-Marne","Grand Est","5.1117843","48.5245505","175117"
"Carignan","Ardennes","Grand Est","5.1684754","49.6285736","172353"
"Revigny-sur-Ornain","Meuse","Grand Est","4.9855736","48.8240449","175018"
"Liart","Ardennes","Grand Est","4.3355138","49.7700597","172544"
"Altkirch","Haut-Rhin","Grand Est","7.2392493","47.6270174","182238"
"Étain","Meuse","Grand Est","5.6398079","49.2074907","175794"
"Lérouville","Meuse","Grand Est","5.5387053","48.7972181","175240"
"Lutterbach","Haut-Rhin","Grand Est","7.276994","47.7582136","534347"
"Niederbronn-les-Bains","Bas-Rhin","Grand Est","7.6341348","48.9523989","213256"
"Soultz-sous-Forêts","Bas-Rhin","Grand Est","7.8827184","48.9347687","213421"
"Obermodern-Zutzendorf","Bas-Rhin","Grand Est","7.547015","48.8426083","213165"
"Kurtzenhouse","Bas-Rhin","Grand Est","7.8130449","48.741862","213660"
"Rountzenheim","Bas-Rhin","Grand Est","8.0119078","48.820435","212373"
"Roppenheim","Bas-Rhin","Grand Est","8.0623108","48.8510962","212415"
"Weyersheim","Bas-Rhin","Grand Est","7.7971027","48.7177903","213678"
"Wilwisheim","Bas-Rhin","Grand Est","7.5077599","48.745831","212175"
"Bischheim","Bas-Rhin","Grand Est","7.7422165","48.6118352","212308"
"Bitche","Moselle","Grand Est","7.4321","49.04838","193821"
"Provenchères-et-Colroy","Vosges","Grand Est","7.0854904","48.3046291","144345"
"Chalindrey","Haute-Marne","Grand Est","5.4432217","47.8100902","142125"
"Raves","Vosges","Grand Est","7.0378799","48.265723","144105"
"Hymont","Vosges","Grand Est","6.1402129","48.2708192","144220"
