Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
02700;Valleroy - Moineville;Valleroy - Moineville;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;VALLEROY MOINEVILLE P GARE;1;1;Valleroy - Moineville;54910;Valleroy;54-542;Meurthe-et-Moselle;Grand Est;5.9360165;49.2056957;0087192732;VOY;c;1;;GARES C LORRAINE;;49.2056957, 5.9360165
02690;Farschviller;Farschviller;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;FARSCHVILLER GARE;1;1;Farschviller;57450;Farschviller;57-208;Moselle;Grand Est;6.9080815;49.0878773;0087193524;FWR;c;1;;GARES C LORRAINE;;49.0878773, 6.9080815
02745;Thionville;Thionville;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;THIONVILLE GARE;1;1;Thionville;57100;Thionville;57-672;Moselle;Grand Est;6.169543;49.353931;0087191007;THL;a;2;;GARE THIONVILLE;;49.353931, 6.169543
02769;Merxheim;Merxheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;MERXHEIM GARE;1;1;Merxheim;68500;Merxheim;68-203;Haut-Rhin;Grand Est;7.3022795;47.9126413;0087182725;MXH;c;1;;GARES C ALSACE;;47.9126413, 7.3022795
02736;Distroff;Distroff;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;DISTROFF GARE;1;1;Distroff;57134;Distroff;57-179;Moselle;Grand Est;6.2603013;49.3352322;0087191320;DIS;c;1;;GARES C LORRAINE;;49.3352322, 6.2603013
02717;Metz Nord;Metz Nord;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;METZ NORD GARE;1;1;Metz Nord;57000;Rombas;57-591;Moselle;Grand Est;6.16791;49.13673;0087192070;MZD;c;1;;GARES C LORRAINE;;49.13673, 6.16791
02692;Herny;Herny;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;HERNY GARE;1;1;Herny;57580;Herny;57-319;Moselle;Grand Est;6.4769285;49.0036084;0087193383;HYI;c;1;;GARES C LORRAINE;;49.0036084, 6.4769285
02738;Yutz;Yutz;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;YUTZ GARE;1;1;Yutz;57110;Yutz;57-757;Moselle;Grand Est;6.2093949;49.361354;0087191304;YUT;c;1;;GARES C LORRAINE;;49.361354, 6.2093949
02858;Nouvion-sur-Meuse;Nouvion-sur-Meuse;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;NOUVION SUR MEUSE GARE;1;1;Nouvion-sur-Meuse;08160;Nouvion-sur-Meuse;08-327;Ardennes;Grand Est;4.794973;49.6973135;0087172213;NSM;c;1;;GARES C CHAMPAGNE ARDENNE;;49.6973135, 4.794973
02873;Joigny-sur-Meuse;Joigny-sur-Meuse;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;JOIGNY SUR MEUSE GARE;1;1;Joigny-sur-Meuse;08700;Joigny-sur-Meuse;08-237;Ardennes;Grand Est;4.7672389;49.8336807;0087172031;JGY;c;1;;GARES C CHAMPAGNE ARDENNE;;49.8336807, 4.7672389
02872;Bogny-sur-Meuse;Bogny-sur-Meuse;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;BOGNY SUR MEUSE GARE;1;1;Bogny-sur-Meuse;08120;Bogny-sur-Meuse;08-081;Ardennes;Grand Est;4.7632317;49.8583117;0087172049;BYU;c;1;;GARES C CHAMPAGNE ARDENNE;;49.8583117, 4.7632317
02880;Guignicourt;Guignicourt;Yes;No;Agence Manche-Nord;REGION CHAMPAGNE-ARDENNE;UG Picardie;GUIGNICOURT GARE;1;1;Guignicourt;02190;Guignicourt;02-360;Aisne;Hauts-de-France;3.961334;49.434862;0087171736;GUI;b;1;;Gare Guignicourt;;49.434862, 3.961334
02884;Sept-Saulx;Sept-Saulx;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;SEPT SAULX GARE;1;1;Sept-Saulx;51400;Sept-Saulx;51-530;Marne;Grand Est;4.2569742;49.1511332;0087171645;ZSX;c;1;;GARES C CHAMPAGNE ARDENNE;;49.1511332, 4.2569742
02856;Donchery;Donchery;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;DONCHERY GARE;1;1;Donchery;08350;Donchery;08-142;Ardennes;Grand Est;4.8747529;49.6981267;0087172239;DEY;c;1;;GARES C CHAMPAGNE ARDENNE;;49.6981267, 4.8747529
02894;Bazancourt;Bazancourt;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;BAZANCOURT GARE;1;1;Bazancourt;51110;Bazancourt;51-043;Marne;Grand Est;4.173887;49.361202;0087171462;BZT;b;1;;Gare Bazancourt;;49.361202, 4.173887
02869;Laifour;Laifour;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;LAIFOUR GARE;1;1;Laifour;08800;Laifour;08-242;Ardennes;Grand Est;4.6923484;49.911256;0087172072;LFU;c;1;;GARES C CHAMPAGNE ARDENNE;;49.911256, 4.6923484
02860;Lumes;Lumes;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;LUMES P GARE;1;1;Lumes;08440;Lumes;08-263;Ardennes;Grand Est;4.7833571;49.7327973;0087172189;LUQ;c;1;;GARES C CHAMPAGNE ARDENNE;;49.7327973, 4.7833571
02863;Givet;Givet;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;GIVET GARE;1;1;Givet;08600;Givet;08-190;Ardennes;Grand Est;4.81798595;50.14025067;0087172130;GVT;b;1;;Gare Givet;;50.14025067, 4.81798595
02843;Saint-Hilaire-au-Temple;Saint-Hilaire-au-Temple;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;SAINT HILAIRE AU TEMPLE GARE;1;1;Saint-Hilaire-au-Temple;51400;Saint-Hilaire-au-Temple;51-485;Marne;Grand Est;4.37967;49.05593;0087174441;SHT;c;1;;GARES C CHAMPAGNE ARDENNE;;49.05593, 4.37967
02845;Mourmelon-le-Petit;Mourmelon-le-Petit;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;MOURMELON LE PETIT GARE;1;1;Mourmelon-le-Petit;51400;Mourmelon-le-Petit;51-389;Marne;Grand Est;4.3180982;49.1313076;0087174409;MLP;c;1;;GARES C CHAMPAGNE ARDENNE;;49.1313076, 4.3180982
02850;Anchamps;Anchamps;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;ANCHAMPS HALTE;1;1;Anchamps;08500;Anchamps;08-011;Ardennes;Grand Est;4.6702434;49.9307448;0087172858;ACP;c;1;;GARES C CHAMPAGNE ARDENNE;;49.9307448, 4.6702434
02849;Fépin;Fépin;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;FEPIN GARE;1;1;Fépin;08170;Fépin;08-166;Ardennes;Grand Est;4.7266156;50.0234644;0087172874;FEP;c;1;;GARES C CHAMPAGNE ARDENNE;;50.0234644, 4.7266156
02821;Hasenrain;Hasenrain;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;HASENRAIN GARE;1;1;Hasenrain;68100;Mulhouse;68-224;Haut-Rhin;Grand Est;7.3313559;47.736281;0087181024;HNR;c;1;;GARES C ALSACE;;47.736281, 7.3313559
02853;Rethel;Rethel;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;RETHEL GARE;1;1;Rethel;08300;Rethel;08-362;Ardennes;Grand Est;4.369566;49.504393;0087172270;RTL;b;1;;Gare Rethel;;49.504393, 4.369566
02855;Sedan;Sedan;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;SEDAN P GARE;1;1;Sedan;08200;Sedan;08-409;Ardennes;Grand Est;4.930373;49.695024;0087172254;SED;b;2;;GARE SEDAN;;49.695024, 4.930373
02807;Rixheim;Rixheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;RIXHEIM GARE;1;1;Rixheim;68170;Rixheim;68-278;Haut-Rhin;Grand Est;7.406404;47.748960;0087182071;RHE;b;1;;Gare Rixheim;;47.74896, 7.406404
02844;Bouy;Bouy;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;BOUY GARE;1;1;Bouy;51400;Bouy;51-078;Marne;Grand Est;4.35292;49.09131;0087174433;BYW;c;1;;GARES C CHAMPAGNE ARDENNE;;49.09131, 4.35292
02810;Colmar;Colmar;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;COLMAR GARE;1;1;Colmar;68000;Colmar;68-066;Haut-Rhin;Grand Est;7.346967;48.073201;0087182014;CMR;a;2;;GARE COLMAR;;48.073201, 7.346967
02787;Luttenbach-près-Munster;Luttenbach-près-Munster;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;LUTTENBACH PRES MUNSTER GARE;1;1;Luttenbach-près-Munster;68140;Luttenbach-près-Munster;68-193;Haut-Rhin;Grand Est;7.1186307;48.0352559;0087182543;LFZ;c;1;;GARES C ALSACE;;48.0352559, 7.1186307
02792;Wihr-au-Val - Soultzbach;Wihr-au-Val - Soultzbach;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;WIHR AU VAL SOULTZBACH LES BAINS GARE;1;1;Wihr-au-Val - Soultzbach;68230;Wihr-au-Val;68-368;Haut-Rhin;Grand Est;7.2095351;48.0460522;0087182378;WIH;c;1;;GARES C ALSACE;;48.0460522, 7.2095351
02791;Gunsbach - Griesbach;Gunsbach - Griesbach;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;GUNSBACH GRIESBACH GARE;1;1;Gunsbach - Griesbach;68140;Griesbach-au-Val;68-109;Haut-Rhin;Grand Est;7.1748407;48.0414908;0087182386;GSB;c;1;;GARES C ALSACE;;48.0414908, 7.1748407
02775;Lutterbach;Lutterbach;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;LUTTERBACH (HAUT RHIN) GARE;2;1;Lutterbach;68460;Lutterbach;68-195;Haut-Rhin;Grand Est;7.276994;47.7582136;0087182667;LUT;c;1;;GARES C ALSACE;;47.7582136, 7.276994
02802;Zillisheim;Zillisheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;ZILLISHEIM GARE;1;1;Zillisheim;68720;Zillisheim;68-384;Haut-Rhin;Grand Est;7.2945376;47.6943143;0087182196;ZIL;c;1;;GARES C ALSACE;;47.6943143, 7.2945376
02779;Fellering;Fellering;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;FELLERING GARE;1;1;Fellering;68470;Fellering;68-089;Haut-Rhin;Grand Est;6.9871347;47.8975893;0087182626;FRG;c;1;;GARES C ALSACE;;47.8975893, 6.9871347
02806;Habsheim;Habsheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;HABSHEIM P GARE;1;1;Habsheim;68440;Habsheim;68-118;Haut-Rhin;Grand Est;7.417979;47.737691;0087182089;HAB;b;1;;Gare Habsheim;;47.737691, 7.417979
02796;Rouffach;Rouffach;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;ROUFFACH GARE;1;1;Rouffach;68250;Rouffach;68-287;Haut-Rhin;Grand Est;7.312455;47.9602481;0087182337;RAH;b;1;;Gare Rouffach;;47.9602481, 7.312455
02573;Igney - Avricourt;Igney - Avricourt;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;IGNEY AVRICOURT P GARE;1;1;Igney - Avricourt;54450;Avricourt;54-035;Meurthe-et-Moselle;Grand Est;6.8053062;48.6467012;0087215103;IAZ;c;1;;GARES C LORRAINE;;48.6467012, 6.8053062
02906;La Plaine Stade de France - Saint-Denis - Aubervilliers;La Plaine Stade de France - Saint-Denis - Aubervilliers;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;UG Paris Gare du Nord et CDG2;LA PLAINE VOYAGEURS GARE;1;1;La Plaine Stade de France - Saint-Denis - Aubervilliers;93200;Saint-Denis;93-066;Seine-Saint-Denis;Île-de-France;2.36257;48.91839;0087164798;LPN;b;;;GARE LA PLAINE STADE DE FRANCE;;48.91839, 2.36257
02919;Colroy - Lubine;Colroy - Lubine;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;COLROY LUBINE GARE;1;1;Colroy - Lubine;88490;Provenchères-et-Colroy;88-361;Vosges;Grand Est;7.1317294;48.3145855;0087144386;CXL;c;1;;GARES C LORRAINE;;48.3145855, 7.1317294
02934;Bains-les-Bains;Bains-les-Bains;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;BAINS LES BAINS GARE;1;1;Bains-les-Bains;88240;Vôge-les-Bains;88-029;Vosges;Grand Est;6.2952683;47.9811282;0087144147;BNS;c;1;;GARES C LORRAINE;;47.9811282, 6.2952683
02909;Meuse TGV;Meuse TGV;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;TROIS DOMAINES GARE DE LA MEUSE TGVEE;1;1;Meuse TGV;55220;Trois-Domaines;55-254;Meuse;Grand Est;5.270954;48.978549;0087147322;TGM;a;2;;GARE MEUSE TGV;;48.978549, 5.270954
02953;Vignory;Vignory;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;VIGNORY GARE;1;1;Vignory;52320;Vignory;52-524;Haute-Marne;Grand Est;5.1241594;48.2701366;0087142232;VNR;c;1;;GARES C CHAMPAGNE ARDENNE;;48.2701366, 5.1241594
02913;Raon-l'Étape;Raon-l'Étape;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;RAON L ETAPE GARE;1;1;Raon-l'Étape;88110;Raon-l'Étape;88-372;Vosges;Grand Est;6.837302;48.404002;0087144626;RAO;b;1;;Gare Raon l'Etape;;48.404002, 6.837302
02923;Lamarche;Lamarche;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;LAMARCHE (VOSGES) P GARE;1;1;Lamarche;88320;Lamarche;88-258;Vosges;Grand Est;5.7604385;48.0901299;0087144303;LAH;c;1;;GARES C LORRAINE;;48.0901299, 5.7604385
02915;Remiremont;Remiremont;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;REMIREMONT P GARE;1;1;Remiremont;88200;Remiremont;88-383;Vosges;Grand Est;6.598855;48.016363;0087144451;RMT;b;2;;GARE REMIREMONT;;48.016363, 6.598855
02933;Bruyères;Bruyères;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;BRUYERES (VOSGES) GARE;1;1;Bruyères;88600;Bruyères;88-078;Vosges;Grand Est;6.7187638;48.204895;0087144154;BUY;c;1;;GARES C LORRAINE;;48.204895, 6.7187638
02945;Épinal;Épinal;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;EPINAL P GARE;1;1;Épinal;88000;Épinal;88-160;Vosges;Grand Est;6.441787;48.178005;0087144006;ELP;b;2;;GARE EPINAL;;48.178005, 6.441787
02753;L'Isle-sur-le-Doubs;L'Isle-sur-le-Doubs;Yes;No;Agence Centre Est Rhône Alpin;REGION ALSACE;UG Franche-Comté;L ISLE SUR LE DOUBS GARE;1;1;L'Isle-sur-le-Doubs;25250;Isle-sur-le-Doubs;25-315;Doubs;Bourgogne-Franche-Comté;6.5812614;47.4473777;0087184572;ISD;b;1;;Gare l'Isle sur le Doubs;;47.4473777, 6.5812614
02749;Ronchamp;Ronchamp;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;RONCHAMP GARE;1;1;Ronchamp;70250;Ronchamp;70-451;Haute-Saône;Bourgogne-Franche-Comté;6.6232791;47.6990308;0087185314;RCP;c;1;;GARES C FRANCHE COMTE;;47.6990308, 6.6232791
02743;Maizières-lès-Metz;Maizières-lès-Metz;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;MAIZIERES LES METZ GARE;1;1;Maizières-lès-Metz;57210;Maizières-lès-Metz;57-433;Moselle;Grand Est;6.1588762;49.2155349;0087191106;MMZ;b;1;;Gare Maizières les Metz;;49.2155349, 6.1588762
02751;Vesoul;Vesoul;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;VESOUL GARE;1;1;Vesoul;70000;Vesoul;70-550;Haute-Saône;Bourgogne-Franche-Comté;6.151926;47.6177734;0087185009;VES;b;1;;GARE VESOUL;;47.6177734, 6.151926
02763;Belfort;Belfort;Yes;No;Agence Centre Est Rhône Alpin;REGION ALSACE;UG Franche-Comté;BELFORT P GARE;1;1;Belfort;90000;Belfort;90-010;Territoire de Belfort;Bourgogne-Franche-Comté;6.853956;47.633284;0087184002;BFT;b;2;;GARE BELFORT;;47.633284, 6.853956
02750;Lure;Lure;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;LURE GARE;1;1;Lure;70200;Lure;70-310;Haute-Saône;Bourgogne-Franche-Comté;6.4925787;47.683269;0087185249;LUR;b;1;;Gare Lure;;47.683269, 6.4925787
02781;Saint-Amarin;Saint-Amarin;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;SAINT AMARIN GARE;1;1;Saint-Amarin;68550;Saint-Amarin;68-292;Haut-Rhin;Grand Est;7.0287447;47.8728596;0087182600;XAR;c;1;;GARES C ALSACE;;47.8728596, 7.0287447
02786;Vieux-Thann;Vieux-Thann;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;VIEUX THANN GARE;1;1;Vieux-Thann;68800;Vieux-Thann;68-348;Haut-Rhin;Grand Est;7.1194904;47.8058505;0087182550;VXT;b;1;;Gare Vieux Thann;;47.8058505, 7.1194904
02788;Cernay;Cernay;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;CERNAY (HAUT RHIN) GARE;1;1;Cernay;68700;Cernay;68-063;Haut-Rhin;Grand Est;7.17370;47.80200;0087182410;CEF;b;1;;Gare Cernay;;47.802, 7.1737
02789;Ranspach;Ranspach;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;;1;1;Ranspach;68470;Ranspach;68-262;Haut-Rhin;Grand Est;7.0123184;47.8815954;0087182402;BJW;c;1;;GARES C ALSACE;;47.8815954, 7.0123184
02848;Châlons-en-Champagne;Châlons-en-Champagne;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;CHALONS EN CHAMPAGNE GARE;1;1;Châlons-en-Champagne;51000;Châlons-en-Champagne;51-108;Marne;Grand Est;4.348656;48.955252;0087174003;CMP;b;2;;GARE CHALONS EN CHAMPAGNE;;48.955252, 4.348656
02832;Eurville;Eurville;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;EURVILLE GARE;1;1;Eurville;52410;Eurville-Bienville;52-194;Haute-Marne;Grand Est;5.0449583;48.5828713;0087175141;EVE;c;1;;GARES C CHAMPAGNE ARDENNE;;48.5828713, 5.0449583
02836;Fronville;Fronville;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;FRONVILLE ST URBAIN GARE;1;1;Fronville;52300;Fronville;52-212;Haute-Marne;Grand Est;5.1564405;48.4001829;0087175075;FST;c;1;;GARES C CHAMPAGNE ARDENNE;;48.4001829, 5.1564405
02857;Vrigne-Meuse;Vrigne-Meuse;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;VRIGNE MEUSE GARE;1;1;Vrigne-Meuse;08350;Vrigne-Meuse;08-492;Ardennes;Grand Est;4.8438063;49.7010822;0087172221;VRM;c;1;;GARES C CHAMPAGNE ARDENNE;;49.7010822, 4.8438063
02835;Joinville;Joinville;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;JOINVILLE (HAUTE MARNE) GARE;1;1;Joinville;52300;Joinville;52-250;Haute-Marne;Grand Est;5.143503;48.4442977;0087175091;JQI;c;1;;GARES C CHAMPAGNE ARDENNE;;48.4442977, 5.143503
02809;Mulhouse Dornach;Mulhouse Dornach;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;MULHOUSE DORNACH GARE;1;1;Mulhouse Dornach;68200;Mulhouse;68-224;Haut-Rhin;Grand Est;7.308477;47.747130;0087182055;MDQ;b;1;;Gare Mulhouse Dornach;;47.74713, 7.308477
02838;Bar-le-Duc;Bar-le-Duc;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;BAR LE DUC GARE;1;1;Bar-le-Duc;55000;Bar-le-Duc;55-029;Meuse;Grand Est;5.166822;48.773308;0087175042;BLD;b;2;;GARE BAR LE DUC;;48.773308, 5.166822
02794;Turckheim;Turckheim;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;TURCKHEIM GARE;1;1;Turckheim;68230;Turckheim;68-338;Haut-Rhin;Grand Est;7.279466;48.0856288;0087182352;TKM;c;1;;GARES C ALSACE;;48.0856288, 7.279466
02801;Illfurth;Illfurth;Yes;No;Agence Est-Européen;REGION ALSACE;UG TER Rhénan;ILLFURTH GARE;1;1;Illfurth;68720;Illfurth;68-152;Haut-Rhin;Grand Est;7.2685712;47.6764322;0087182204;IFH;c;1;;GARES C ALSACE;;47.6764322, 7.2685712
02827;Les Islettes;Les Islettes;Yes;No;Agence Est-Européen;REGION LORRAINE;;LES ISLETTES GARE;1;1;Les Islettes;55120;Islettes;55-253;Meuse;Grand Est;5.00184;49.10635;0087175711;ISL;;1;;GARES C LORRAINE;;49.10635, 5.00184
02994;Laneuveville-devant-Nancy;Laneuveville-devant-Nancy;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;LANEUVEVILLE DEVANT NANCY GARE;1;1;Laneuveville-devant-Nancy;54410;Laneuveville-devant-Nancy;54-300;Meurthe-et-Moselle;Grand Est;6.22792;48.65564;0087141093;LNV;c;1;;GARES C LORRAINE;;48.65564, 6.22792
02990;Blainville - Damelevières;Blainville - Damelevières;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;BLAINVILLE DAMELEVIERES GARE;1;1;Blainville - Damelevières;54360;Damelevières;54-152;Meurthe-et-Moselle;Grand Est;6.386953;48.564971;0087141135;BLV;b;1;;Gare Blainville Damelevières;;48.564971, 6.386953
02974;Neuves-Maisons;Neuves-Maisons;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;CHALIGNY NEUVES MAISONS P GARE;1;1;Neuves-Maisons;54230;Neuves-Maisons;54-397;Meurthe-et-Moselle;Grand Est;6.1078904;48.6147666;0087141507;NAS;c;1;;GARES C LORRAINE;;48.6147666, 6.1078904
02970;Pierreville;Pierreville;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;PIERREVILLE GARE;1;1;Pierreville;54160;Pierreville;54-429;Meurthe-et-Moselle;Grand Est;6.1241409;48.5488838;0087141556;PVE;c;1;;GARES C LORRAINE;;48.5488838, 6.1241409
02964;Diarville;Diarville;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;DIARVILLE P GARE;1;1;Diarville;54930;Diarville;54-156;Meurthe-et-Moselle;Grand Est;6.1264922;48.3975653;0087141648;DVL;c;1;;GARES C LORRAINE;;48.3975653, 6.1264922
02956;Lorraine TGV;Lorraine TGV;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;LOUVIGNY GARE DE LORRAINE TGVEE;1;1;Lorraine TGV;57420;Louvigny;57-422;Moselle;Grand Est;6.169838;48.947773;0087142109;TGL;a;2;;GARE LORRAINE TGV;;48.947773, 6.169838
02954;Bologne;Bologne;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;BOLOGNE GARE;1;1;Bologne;52310;Bologne;52-058;Haute-Marne;Grand Est;5.1342228;48.1986877;0087142224;BOG;c;1;;GARES C CHAMPAGNE ARDENNE;;48.1986877, 5.1342228
02977;Houdemont;Houdemont;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;HOUDEMONT GARE;1;1;Houdemont;54180;Houdemont;54-265;Meurthe-et-Moselle;Grand Est;6.1797255;48.645478;0087141473;HDT;c;1;;GARES C LORRAINE;;48.645478, 6.1797255
02987;Einvaux;Einvaux;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;EINVAUX GARE;1;1;Einvaux;54360;Einvaux;54-175;Meurthe-et-Moselle;Grand Est;6.3932959;48.5034859;0087141200;EIN;c;1;;GARES C LORRAINE;;48.5034859, 6.3932959
02963;Pompey;Pompey;Yes;No;Agence Est-Européen;REGION LORRAINE;UG Lorraine;POMPEY GARE;1;1;Pompey;54340;Pompey;54-430;Meurthe-et-Moselle;Grand Est;6.13061;48.77304;0087141788;PPE;c;1;;GARES C LORRAINE;;48.77304, 6.13061
02883;Aguilcourt - Variscourt;Aguilcourt - Variscourt;Yes;No;Agence Manche-Nord;REGION CHAMPAGNE-ARDENNE;UG Picardie;AGUILCOURT VARISCOURT HALTE;1;1;Aguilcourt - Variscourt;02190;Variscourt;02-761;Aisne;Hauts-de-France;3.973137;49.408017;0087171702;AGK;c;1;;GARES C PICARDIE;;49.408017, 3.973137
02878;Saint-Erme;Saint-Erme;Yes;No;Agence Manche-Nord;REGION CHAMPAGNE-ARDENNE;UG Picardie;SAINT ERME GARE;1;1;Saint-Erme;02820;Saint-Erme-Outre-et-Ramecourt;02-676;Aisne;Hauts-de-France;3.8576502;49.5269865;0087171751;SER;c;1;;GARES C PICARDIE;;49.5269865, 3.8576502
02862;Mohon;Mohon;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;MOHON P GARE ET RACCORDEMENT;1;1;Mohon;08000;Charleville-Mézières;08-105;Ardennes;Grand Est;4.73313;49.752584;0087172155;MNH;c;1;;GARES C CHAMPAGNE ARDENNE;;49.752584, 4.73313
02882;Courcy - Brimont;Courcy - Brimont;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;COURCY BRIMONT GARE;1;1;Courcy - Brimont;51220;Courcy;51-183;Marne;Grand Est;4.0134623;49.3296003;0087171710;CIM;c;1;;GARES C CHAMPAGNE ARDENNE;;49.3296003, 4.0134623
02903;Trois-Puits;Trois-Puits;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;TROIS PUITS HALTE;1;1;Trois-Puits;51500;Trois-Puits;51-584;Marne;Grand Est;4.0384678;49.2067481;0087171264;TRT;c;1;;GARES C CHAMPAGNE ARDENNE;;49.2067481, 4.0384678
02890;Avenay;Avenay;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;AVENAY GARE;1;1;Avenay;51160;Avenay-Val-d'Or;51-028;Marne;Grand Est;4.043689;49.0647826;0087171579;AAY;c;1;;GARES C CHAMPAGNE ARDENNE;;49.0647826, 4.043689
02889;Germaine;Germaine;Yes;No;Agence Est-Européen;REGION CHAMPAGNE-ARDENNE;UG Champagne;GERMAINE P GARE;1;1;Germaine;51160;Germaine;51-266;Marne;Grand Est;4.0228976;49.1277634;0087171587;GEA;c;1;;GARES C CHAMPAGNE ARDENNE;;49.1277634, 4.0228976
