Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
01402;Savonnières;Savonnières;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;SAVONNIERES GARE;1;1;Savonnières;37510;Savonnières;37-243;Indre-et-Loire;Centre-Val de Loire;0.5441817;47.3605797;0087571844;ZVO;c;1;;GARES C CENTRE;;47.3605797, 0.5441817
01423;Veigné;Veigné;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;VEIGNE HALTE;1;1;Veigné;37250;Veigné;37-266;Indre-et-Loire;Centre-Val de Loire;0.7348815;47.2915255;0087571414;VGZ;c;1;;GARES C CENTRE;;47.2915255, 0.7348815
01428;Tours;Tours;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;TOURS GARE;1;1;Tours;37000;Tours;37-261;Indre-et-Loire;Centre-Val de Loire;0.693703;47.389781;0087571000;TRS;a;3;;GARE TOURS;;47.389781, 0.693703
01434;Musée d'Orsay;Musée d'Orsay;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;PARIS MUSEE D ORSAY GARE;1;1;Musée d'Orsay;75007;Paris;75-056;Paris;Île-de-France;2.325671;48.860790;0087547307;MDS;b;;;GARE MUSEE D ORSAY;;48.86079, 2.325671
01352;Chasseneuil-du-Poitou;Chasseneuil-du-Poitou;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;CHASSENEUIL (VIENNE) GARE;1;1;Chasseneuil-du-Poitou;86360;Chasseneuil-du-Poitou;86-062;Vienne;Nouvelle-Aquitaine;0.3730275;46.6517702;0087575225;CHN;c;1;;GARES C POITOU CHARENTES;;46.6517702, 0.3730275
01356;Naintré les Barres;Naintré les Barres;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;NAINTRE LES BARRES GARE;1;1;Naintré les Barres;86530;Naintré;86-174;Vienne;Nouvelle-Aquitaine;0.4963446;46.7595303;0087575175;NIB;c;1;;GARES C POITOU CHARENTES;;46.7595303, 0.4963446
01339;Romorantin Blanc Argent;Romorantin Blanc Argent;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;ROMORANTIN GARE;1;1;Romorantin Blanc Argent;41200;Romorantin-Lanthenay;41-194;Loir-et-Cher;Centre-Val de Loire;1.7390137;47.3554468;0087576025;RMA;c;1;;GARES C CENTRE;;47.3554468, 1.7390137
01357;Nerpuy;Nerpuy;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;NERPUY HALTE;1;1;Nerpuy;86630;Châtellerault;86-066;Vienne;Nouvelle-Aquitaine;0.5256884;46.7834177;0087575167;NPY;c;1;;GARES C POITOU CHARENTES;;46.7834177, 0.5256884
01354;Dissay;Dissay;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;DISSAY (VIENNE) GARE;1;1;Dissay;86130;Dissay;86-095;Vienne;Nouvelle-Aquitaine;0.4210161;46.703544;0087575191;DIF;c;1;;GARES C POITOU CHARENTES;;46.703544, 0.4210161
01328;Pruniers;Pruniers;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;PRUNIERS GARE B.A.;1;1;Pruniers;41200;Pruniers-en-Sologne;41-185;Loir-et-Cher;Centre-Val de Loire;1.6722045;47.313174;0087576199;PUZ;c;1;;GARES C CENTRE;;47.313174, 1.6722045
01332;Loreux;Loreux;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LOREUX GARE B.A.;1;1;Loreux;41200;Loreux;41-118;Loir-et-Cher;Centre-Val de Loire;1.8345356;47.3902731;0087576157;LXU;c;1;;GARES C CENTRE;;47.3902731, 1.8345356
01326;Valençay;Valençay;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;VALENCAY GARE B.A.;1;1;Valençay;36600;Valençay;36-228;Indre;Centre-Val de Loire;1.5584442;47.163172;0087576215;VNY;c;1;;GARES C CENTRE;;47.163172, 1.5584442
01340;Vierzon;Vierzon;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;VIERZON VILLE GARE;1;1;Vierzon;18100;Vierzon;18-279;Cher;Centre-Val de Loire;2.059822;47.226497;0087576009;VER;a;2;;GARE VIERZON VILLE;;47.226497, 2.059822
01327;Bourges;Bourges;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;BOURGES P GARE;1;1;Bourges;18000;Bourges;18-033;Cher;Centre-Val de Loire;2.394255;47.094145;0087576207;BGS;a;2;;GARE BOURGES;;47.094145, 2.394255
01488;Château-Gaillard;Château-Gaillard;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;CHATEAU GAILLARD GARE;1;1;Château-Gaillard;28210;Santilly;28-367;Eure-et-Loir;Centre-Val de Loire;1.9128148;48.1416904;0087543066;CGK;c;1;;GARES C CENTRE;;48.1416904, 1.9128148
01486;Boisseaux;Boisseaux;Yes;No;Agence Centre-Ouest;REGION DE PARIS RIVE GAUCHE;UG Centre;BOISSEAUX GARE;1;1;Boisseaux;45480;Boisseaux;45-037;Loiret;Centre-Val de Loire;1.9727681;48.2566238;0087543082;BAX;c;1;;GARES C CENTRE;;48.2566238, 1.9727681
01464;Épinay-sur-Orge;Épinay-sur-Orge;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;EPINAY SUR ORGE GARE;1;1;Épinay-sur-Orge;91360;Épinay-sur-Orge;91-216;Essonne;Île-de-France;2.33182;48.66952;0087545228;EYO;b;;;GARE EPINAY SUR ORGE;;48.66952, 2.33182
01467;Brétigny;Brétigny;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;BRETIGNY;1;1;Brétigny;91220;Brétigny-sur-Orge;91-103;Essonne;Île-de-France;2.302378;48.606683;0087545194;BYR;b;;;GARE BRETIGNY;;48.606683, 2.302378
01470;Lardy;Lardy;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;LARDY GARE;1;1;Lardy;91510;Lardy;91-330;Essonne;Île-de-France;2.255739;48.520639;0087545160;LYO;b;;;Gare Lardy;;48.520639, 2.255739
01229;Saint-Médard-de-Guizières;Saint-Médard-de-Guizières;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINT MEDARD DE GUIZIERES GARE;1;1;Saint-Médard-de-Guizières;33230;Saint-Médard-de-Guizières;33-447;Gironde;Nouvelle-Aquitaine;-0.0488253;45.0155723;0087584607;SMZ;c;1;;GARES C AQUITAINE;;45.0155723, -0.0488253
01242;Sainte-Foy-la-Grande;Sainte-Foy-la-Grande;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINTE FOY LA GRANDE P GARE;1;1;Sainte-Foy-la-Grande;33220;Sainte-Foy-la-Grande;33-402;Gironde;Nouvelle-Aquitaine;0.221519;44.836886;0087584193;SFY;b;1;;Gare Ste Foy La Grande;;44.836886, 0.221519
01252;Roumazières-Loubert;Roumazières-Loubert;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;ROUMAZIERES LOUBERT GARE;1;1;Roumazières-Loubert;16270;Roumazières-Loubert;16-192;Charente;Nouvelle-Aquitaine;0.5789743;45.8893483;0087583468;RZS;c;1;;GARES C POITOU CHARENTES;;45.8893483, 0.5789743
01218;Laroque;Laroque;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LAROQUE GARE;1;1;Laroque;47340;Laroque-Timbaut;47-138;Lot-et-Garonne;Nouvelle-Aquitaine;0.7497189;44.2875163;0087586412;LRQ;c;1;;GARES C AQUITAINE;;44.2875163, 0.7497189
01274;La Teste;La Teste;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LA TESTE GARE;1;1;La Teste;33260;Teste-de-Buch;33-529;Gironde;Nouvelle-Aquitaine;-1.14295;44.636924;0087582643;TTE;b;1;;Gare La Teste;;44.636924, -1.14295
01824;Vitrolles Aéroport Marseille Provence;Vitrolles Aéroport Marseille Provence;Yes;No;Agence Grand Sud;REGION PROVENCE ALPES COTE D'AZUR;UG Régionale PA;VITROLLES AEROPORT MARSEILLE PROVENCE;1;1;Vitrolles Aéroport Marseille Provence;13127;Vitrolles;13-117;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur;5.237122;43.441734;0087439554;AYD;b;1;;Gare Vitrolles Aéro Marseille;;43.441734, 5.237122
01836;Saint-Pierre-du-Vauvray;Saint-Pierre-du-Vauvray;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;SAINT PIERRE DU VAUVRAY P GARE;1;1;Saint-Pierre-du-Vauvray;27430;Saint-Pierre-du-Vauvray;27-598;Eure;Normandie;1.2248947;49.2339135;0087415646;SPY;c;1;;GARES C HAUTE NORMANDIE;;49.2339135, 1.2248947
01826;Aytré Plage;Aytré Plage;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;AYTRE GARE;1;1;Aytré Plage;17440;Aytré;17-028;Charente-Maritime;Nouvelle-Aquitaine;-1.1280462;46.1273815;0087437806;ATL;c;1;;GARES C POITOU CHARENTES;;46.1273815, -1.1280462
01816;Le Molay-Littry;Le Molay-Littry;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Basse Normandie;LE MOLAY LITTRY P GARE;1;1;Le Molay-Littry;14330;Molay-Littry;14-370;Calvados;Normandie;-0.8809741;49.2493263;0087444083;MLW;c;1;;GARES C BASSE NORMANDIE;;49.2493263, -0.8809741
01807;Le Grand Jardin;Le Grand Jardin;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Basse Normandie;LE GRAND JARDIN GARE;1;1;Le Grand Jardin;14190;Lisieux;14-366;Calvados;Normandie;0.2271143;49.1505827;0087444323;GDJ;c;1;;GARES C BASSE NORMANDIE;;49.1505827, 0.2271143
01806;Pont-l'Évêque;Pont-l'Évêque;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Basse Normandie;PONT L EVEQUE GARE;1;1;Pont-l'Évêque;14130;Pont-l'Évêque;14-514;Calvados;Normandie;0.1921947;49.2870379;0087444349;PVQ;b;1;;GARE PONT-L EVEQUE;;49.2870379, 0.1921947
01839;Brionne;Brionne;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;BRIONNE (EURE) GARE;1;1;Brionne;27800;Brionne;27-116;Eure;Normandie;0.7115304;49.1964187;0087415364;BEU;c;1;;GARES C HAUTE NORMANDIE;;49.1964187, 0.7115304
01817;Bayeux;Bayeux;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Basse Normandie;BAYEUX GARE;1;1;Bayeux;14400;Bayeux;14-047;Calvados;Normandie;-0.698056;49.269836;0087444067;BAY;b;2;;GARE BAYEUX;;49.269836, -0.698056
01820;Caen;Caen;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Basse Normandie;CAEN P GARE;1;1;Caen;14000;Caen;14-118;Calvados;Normandie;-0.347613;49.176354;0087444000;CAE;a;2;;GARE CAEN;;49.176354, -0.347613
01859;Saint-Laurent - Gainneville;Saint-Laurent - Gainneville;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;SAINT LAURENT GAINNEVILLE GARE;1;1;Saint-Laurent - Gainneville;76700;Saint-Laurent-de-Brèvedent;76-596;Seine-Maritime;Normandie;0.2522963;49.5285649;0087413310;XLG;c;1;;GARES C HAUTE NORMANDIE;;49.5285649, 0.2522963
01857;Virville - Manneville;Virville - Manneville;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;VIRVILLE MANNEVILLE GARE;1;1;Virville - Manneville;76110;Virville;76-747;Seine-Maritime;Normandie;0.3541609;49.5835958;0087413336;VVZ;c;1;;GARES C HAUTE NORMANDIE;;49.5835958, 0.3541609
01849;Montivilliers;Montivilliers;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;MONTIVILLIERS GARE;1;1;Montivilliers;76290;Montivilliers;76-447;Seine-Maritime;Normandie;0.189426;49.5429758;0087413724;MVL;c;1;;GARES C HAUTE NORMANDIE;;49.5429758, 0.189426
01855;Bolbec - Nointot;Bolbec - Nointot;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;BOLBEC NOINTOT GARE;1;1;Bolbec - Nointot;76210;Bolbec;76-114;Seine-Maritime;Normandie;0.48482;49.5914657;0087413351;BNT;c;1;;GARES C HAUTE NORMANDIE;;49.5914657, 0.48482
01840;Glos - Montfort;Glos - Montfort;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;GLOS MONTFORT GARE;1;1;Glos - Montfort;27290;Glos-sur-Risle;27-288;Eure;Normandie;0.6828396;49.2715983;0087415349;GLO;c;1;;GARES C HAUTE NORMANDIE;;49.2715983, 0.6828396
01847;Rolleville;Rolleville;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;ROLLEVILLE GARE;1;1;Rolleville;76133;Rolleville;76-534;Seine-Maritime;Normandie;0.2157828;49.5820461;0087413740;ROL;c;1;;GARES C HAUTE NORMANDIE;;49.5820461, 0.2157828
01843;Auffay;Auffay;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;AUFFAY P GARE;1;1;Auffay;76720;Auffay;76-034;Seine-Maritime;Normandie;1.098441;49.716044;0087415158;AUF;b;1;;Gare Auffay;;49.716044, 1.098441
01853;Yvetot;Yvetot;Yes;No;Agence Manche-Nord;REGION NORMANDIE;UG Haute Normandie;YVETOT GARE;1;1;Yvetot;76190;Yvetot;76-758;Seine-Maritime;Normandie;0.750115;49.622035;0087413385;YVT;b;2;;GARE YVETOT;;49.622035, 0.750115
02356;Sains-du-Nord;Sains-du-Nord;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;SAINS DU NORD GARE;1;1;Sains-du-Nord;59177;Sains-du-Nord;59-525;Nord;Hauts-de-France;4.0016955;50.0889485;0087295709;SAW;c;1;;GARES C NORD PAS DE CALAIS;;50.0889485, 4.0016955
02367;Recquignies;Recquignies;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;RECQUIGNIES GARE;1;1;Recquignies;59245;Recquignies;59-495;Nord;Hauts-de-France;4.0445029;50.2840466;0087295022;RCQ;c;1;;GARES C NORD PAS DE CALAIS;;50.2840466, 4.0445029
02358;Landrecies;Landrecies;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;LANDRECIES GARE;1;1;Landrecies;59550;Landrecies;59-331;Nord;Hauts-de-France;3.681997;50.1283138;0087295642;LNR;c;1;;GARES C NORD PAS DE CALAIS;;50.1283138, 3.681997
02368;Jeumont;Jeumont;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;JEUMONT (LOCAL) P GARE;1;1;Jeumont;59460;Jeumont;59-324;Nord;Hauts-de-France;4.08645;50.29606;0087295014;JTJ;c;1;;GARES C NORD PAS DE CALAIS;;50.29606, 4.08645
02350;Le Quesnoy;Le Quesnoy;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;LE QUESNOY (NORD) GARE;1;1;Le Quesnoy;59530;Quesnoy;59-481;Nord;Hauts-de-France;3.64552;50.25021;0087295857;LQY;b;1;;Gare Le Quesnoy;;50.25021, 3.64552
02360;Hautmont;Hautmont;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;HAUTMONT GARE;1;1;Hautmont;59330;Hautmont;59-291;Nord;Hauts-de-France;3.91522;50.25398;0087295568;HAT;c;1;;GARES C NORD PAS DE CALAIS;;50.25398, 3.91522
02369;Maubeuge;Maubeuge;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;MAUBEUGE P GARE;1;1;Maubeuge;59600;Maubeuge;59-392;Nord;Hauts-de-France;3.96677;50.27298;0087295006;MBG;b;2;;GARE MAUBEUGE;;50.27298, 3.96677
02341;Bohain;Bohain;Yes;No;Agence Manche-Nord;REGION PICARDIE;UG Picardie;BOHAIN;1;1;Bohain;02110;Bohain-en-Vermandois;02-095;Aisne;Hauts-de-France;3.4431289;49.9884143;0087296269;BHI;b;1;;Gare Bohain;;49.9884143, 3.4431289
02348;Laon;Laon;Yes;No;Agence Manche-Nord;REGION PICARDIE;UG Picardie;LAON GARE;1;1;Laon;02000;Laon;02-408;Aisne;Hauts-de-France;3.62443;49.57061;0087296012;LAO;b;2;;Gare Laon;;49.57061, 3.62443
02443;Calais - Fréthun;Calais - Fréthun;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;CALAIS FRETHUN GARE TGVN;1;1;Calais - Fréthun;62185;Fréthun;62-360;Pas-de-Calais;Hauts-de-France;1.810891;50.901221;0087281071;FHS;a;2;;GARE CALAIS FRETHUN;;50.901221, 1.810891
02433;Pont d'Ardres;Pont d'Ardres;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;PONT D ARDRES HALTE;1;1;Pont d'Ardres;62610;Ardres;62-038;Pas-de-Calais;Hauts-de-France;1.9712144;50.8920781;0087281410;PRD;c;1;;GARES C NORD PAS DE CALAIS;;50.8920781, 1.9712144
02405;Don - Sainghin;Don - Sainghin;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;DON SAINGHIN GARE;1;1;Don - Sainghin;59272;Sainghin-en-Weppes;59-524;Nord;Hauts-de-France;2.91458;50.55176;0087286435;DON;b;1;;Gare Don Saighin;;50.55176, 2.91458
02414;Strazeele;Strazeele;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;STRAZEELE HALTE;1;1;Strazeele;59270;Strazeele;59-582;Nord;Hauts-de-France;2.6312181;50.713492;0087286203;STZ;c;1;;GARES C NORD PAS DE CALAIS;;50.713492, 2.6312181
02411;Comines;Comines;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;COMINES (FRANCE) GARE;1;1;Comines;59560;Comines;59-152;Nord;Hauts-de-France;3.0096253;50.7608973;0087286260;CIS;c;1;;GARES C NORD PAS DE CALAIS;;50.7608973, 3.0096253
02439;Cassel;Cassel;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;CASSEL HALTE;1;1;Cassel;59970;Cassel;59-135;Nord;Hauts-de-France;2.4599722;50.7875916;0087281139;CRD;c;1;;GARES C NORD PAS DE CALAIS;;50.7875916, 2.4599722
02445;Dunkerque;Dunkerque;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;DUNKERQUE GARE;1;1;Dunkerque;59140;Dunkerque;59-183;Nord;Hauts-de-France;2.368961;51.030470;0087281006;DKQ;a;2;;GARE DUNKERQUE;;51.03047, 2.368961
02408;Santes;Santes;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;SANTES GARE;1;1;Santes;59211;Santes;59-553;Nord;Hauts-de-France;2.961977;50.5920123;0087286401;STS;c;1;;GARES C NORD PAS DE CALAIS;;50.5920123, 2.961977
02403;Seclin;Seclin;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;SECLIN GARE;1;1;Seclin;59113;Seclin;59-560;Nord;Hauts-de-France;3.0350084;50.5486319;0087286518;SCN;b;1;;Gare Seclin;;50.5486319, 3.0350084
02541;Aéroport Charles de Gaulle 2 TGV;Aéroport Charles de Gaulle 2 TGV;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;UG Paris Gare du Nord et CDG2;AEROPORT CHARLES DE GAULLE 2 TGV P GARE;2;1;Aéroport Charles de Gaulle 2 TGV;95700;Roissy-en-France;95-527;Val-d'Oise;Île-de-France;2.570892;49.003652;0087271494;RYT;a;3;;GARE AEROPORT CDG 2 TGV;;49.003652, 2.570892
02532;Villers-Cotterêts;Villers-Cotterêts;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;VILLERS COTTERETS GARE;1;1;Villers-Cotterêts;02600;Villers-Cotterêts;02-810;Aisne;Hauts-de-France;3.09370;49.25026;0087271734;VCT;b;1;;Gare Villers Cotterêts;;49.25026, 3.0937
02534;Crépy-en-Valois;Crépy-en-Valois;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;CREPY EN VALOIS GARE;1;1;Crépy-en-Valois;60800;Crépy-en-Valois;60-176;Oise;Hauts-de-France;2.8864694;49.2312350;0087271593;CYV;b;1;;Gare Crépy en Valois;;49.231235, 2.8864694
02507;Chantilly - Gouvieux;Chantilly - Gouvieux;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;CHANTILLY GOUVIEUX GARE;1;1;Chantilly - Gouvieux;60500;Chantilly;60-141;Oise;Hauts-de-France;2.45979;49.18724;0087276113;CLY;b;2;;Gare Chantilly Gouvieux;;49.18724, 2.45979
02527;Margival;Margival;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;MARGIVAL GARE;1;1;Margival;02880;Margival;02-464;Aisne;Hauts-de-France;3.4027491;49.4393862;0087271882;MIV;c;1;;GARES C PICARDIE;;49.4393862, 3.4027491
02528;Crouy;Crouy;Yes;No;Agence Manche-Nord;REGION DE PARIS-NORD;UG Picardie;CROUY GARE;1;1;Crouy;02880;Crouy;02-243;Aisne;Hauts-de-France;3.3569138;49.4037093;0087271874;CRU;c;1;;GARES C PICARDIE;;49.4037093, 3.3569138
02543;Le Blanc-Mesnil;Le Blanc-Mesnil;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;DRANCY GARE;1;1;Le Blanc-Mesnil;93150;Blanc-Mesnil;93-007;Seine-Saint-Denis;Île-de-France;2.47747;48.93248;0087271478;BAM;b;;;Gare Le Blanc Mesnil;;48.93248, 2.47747
02509;Pierrelaye;Pierrelaye;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;PIERRELAYE GARE;1;1;Pierrelaye;95480;Pierrelaye;95-488;Val-d'Oise;Île-de-France;2.15371;49.01955;0087276097;PRY;b;;;Gare Pierrelaye;;49.01955, 2.15371
02512;Cernay;Cernay;Yes;No;Agence Ile-de-France;REGION DE PARIS-NORD;;ERMONT EAUBONNE P GARE;1;1;Cernay;95120;Ermont;95-219;Val-d'Oise;Île-de-France;2.25680;48.98539;0087276063;CEJ;b;;;GARE CERNAY VAL D OISE;;48.98539, 2.2568
02235;Neufchâtel-Hardelot;Neufchâtel-Hardelot;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;NEUFCHATEL HARDELOT PLAGE P HALTE;1;1;Neufchâtel-Hardelot;62152;Neufchâtel-Hardelot;62-604;Pas-de-Calais;Hauts-de-France;1.643115;50.62364;0087317099;NHA;c;1;;GARES C NORD PAS DE CALAIS;;50.62364, 1.643115
02233;Pont de Briques;Pont de Briques;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;PONT DE BRIQUES P HALTE;1;1;Pont de Briques;62360;Saint-Étienne-au-Mont;62-746;Pas-de-Calais;Hauts-de-France;1.6268038;50.6828164;0087317115;PRS;c;1;;GARES C NORD PAS DE CALAIS;;50.6828164, 1.6268038
02228;Maresquel;Maresquel;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;MARESQUEL GARE;1;1;Maresquel;62990;Maresquel-Ecquemicourt;62-552;Pas-de-Calais;Hauts-de-France;1.9313418;50.4078186;0087317206;MQU;c;1;;GARES C NORD PAS DE CALAIS;;50.4078186, 1.9313418
02220;Marquise - Rinxent;Marquise - Rinxent;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;MARQUISE RINXENT GARE;1;1;Marquise - Rinxent;62250;Rinxent;62-711;Pas-de-Calais;Hauts-de-France;1.72988;50.8056635;0087317339;MRX;b;1;;Gare Marquise Rinxent;;50.8056635, 1.72988
02210;Boulogne;Boulogne;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;BOULOGNE VILLE GARE;1;1;Boulogne;62200;Boulogne-sur-Mer;62-160;Pas-de-Calais;Hauts-de-France;1.60964;50.71570;0087317586;BEM;b;2;;GARE BOULOGNE VILLE;;50.7157, 1.60964
02223;Calais Ville;Calais Ville;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;CALAIS VILLE GARE;1;1;Calais Ville;62100;Calais;62-193;Pas-de-Calais;Hauts-de-France;1.850819;50.953481;0087317263;CSV;b;2;;GARE CALAIS VILLE;;50.953481, 1.850819
02190;Béthune;Béthune;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;BETHUNE GARE;1;1;Béthune;62400;Béthune;62-119;Pas-de-Calais;Hauts-de-France;2.64055;50.52144;0087342006;BET;b;2;;GARE BETHUNE;;50.52144, 2.64055
02196;La Poterie;La Poterie;Yes;No;Agence Centre-Ouest;REGION BRETAGNE;UG Bretagne;RENNES HALTE LA POTERIE;1;1;La Poterie;35500;Rennes;35-238;Ille-et-Vilaine;Bretagne;-1.6307729;48.0923448;0087334508;PTK;c;1;;GARES C BRETAGNE;;48.0923448, -1.6307729
02213;Woincourt;Woincourt;Yes;No;Agence Manche-Nord;REGION PICARDIE;UG Picardie;WOINCOURT GARE;1;1;Woincourt;80520;Woincourt;80-827;Somme;Hauts-de-France;1.537044;50.05867;0087317511;WTL;c;1;;GARES C PICARDIE;;50.05867, 1.537044
02199;Bibliothèque François Mitterrand;Bibliothèque François Mitterrand;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;PARIS TOLBIAC;1;1;Bibliothèque François Mitterrand;75013;Paris;75-056;Paris;Île-de-France;2.37684;48.82984;0087328328;BFM;b;;;GARE BIBLIOTHEQUE F MITTERRAND;;48.82984, 2.37684
02123;Montigny-en-Ostrevent;Montigny-en-Ostrevent;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;MONTIGNY EN OSTREVENT GARE;1;1;Montigny-en-Ostrevent;59182;Montigny-en-Ostrevent;59-414;Nord;Hauts-de-France;3.18829;50.36151;0087345306;MYO;b;1;;Gare Montigny en Ostrevent;;50.36151, 3.18829
02132;Pont de la Deûle;Pont de la Deûle;Yes;No;Agence Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;PONT DE LA DEULE P GARE;1;1;Pont de la Deûle;59128;Flers-en-Escrebieux;59-234;Nord;Hauts-de-France;3.08503;50.39813;0087345207;PDD;c;1;;GARES C NORD PAS DE CALAIS;;50.39813, 3.08503
